"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66"
"431","Tyrese Martin","Rhode Island","A10","30","84.5","99.7","19.6","49.7","51.43","6.2","15.7","6.6","16.6","45","68","0.662","104","205","0.507","44","137","0.321","0.9","1.8","19.9","So","6-6","4","1.91435","101.654","2.8","2020","66292","all","Connecticut","0.56665","79","124","25","81","0.637096774193548","0.308641975308642","9","10","0.9","0","0","93.5689","3.96313","0","1.76537","0.604774","1.1606","1.77439","34.1","1.07563","0.698762","2.0667","4.9667","7.0333","1.1333","1.1","0.3","12.8333","","7.41854"
"432","Christian Carlyle","Florida Gulf Coast","ASun","30","59.8","105","19.7","49.8","52.08","4.6","12","19.1","14.8","47","76","0.618","81","160","0.506","13","42","0.31","1.1","2.1","37.6","Jr","6-6","3","1.42165","104.6","3.7","2019","48588","all","Santa Clara","1.79479816212668","61","93","20","67","0.655913978494624","0.298507462686567","3","4","0.75","0","0","106.815","1.87788","0","-0.114755","0.315524","-0.430279","-0.387075","23.4062","-0.510012","0.122937","0.8438","2.4688","3.3125","2.1875","0.9375","0.2188","8.0938","","3.31921"
"433","Brian Coffey II","North Florida","ASun","31","24.1","79","17","49.1","50.56","1.8","3.7","20.8","40.8","5","7","0.714","13","31","0.419","10","26","0.385","0","1.5","12.3","So","6-1","20","-0.361262","76.6569","3.7","2019","51505","all","Middle Tennessee","0.951223438506117","5","12","8","19","0.416666666666667","0.421052631578947","0","0","0","0","0","110.709","0.627076","0","-8.44372","-5.35481","-3.08891","-6.51765","10","-4.46028","-2.05737","0.1515","0.3636","0.5152","1.1818","0.303","0","2.2121","","4.74457"
"434","Yavuz Gultekin","Texas A&M","SEC","24","16","106.5","13.4","48.8","51.37","9.1","14.7","4.8","14.1","6","8","0.75","15","27","0.556","3","13","0.231","0.8","1.3","20","Fr","6-7","35","0.378509","98.9761","3.5","2020","71271","all","San Diego","0.6668","9","16","6","11","0.5625","0.545454545454545","0","0","0","0","0","97.5672","0.826521","0","-0.70203","-0.278114","-0.423916","0.549545","8.0417","-0.00101985","0.550565","0.625","1","1.625","0.1667","0.1667","0.0417","1.875","","4.09388"
"435","Jalen Carey","Syracuse","ACC","2","1.8","39.2","28.6","12.5","15.15","9.9","18.8","7.4","26.6","1","4","0.25","1","8","0.125","0","0","0","0","2.5","50","So","6-3","5","-1.62706","44.5677","1.7","2020","65718","all","Rhode Island","0.333333333333333","1","3","0","5","0.333333333333333","0","0","0","0","0","0","97.7436","1.18109","0","-17.1766","-15.0201","-2.15641","-11","11.5","-9.61604","-1.384","1","2","3","0.5","0.5","0","1.5","","0"
"436","Jose Placer","UMBC","AE","30","37.2","99.5","19.8","54","57.26","1","8.9","18","22.3","25","31","0.806","45","71","0.634","15","54","0.278","0.3","1.2","24.8","Fr","6-2","15","0.521348","97.2037","4","2019","66505","all","North Florida","1.36107800898341","27","41","18","30","0.658536585365854","0.6","0","0","0","0","0","106.41","1.23302","0","-5.10621","-2.70061","-2.40561","-3.3326","16.4545","-2.51085","-0.821746","0.1818","1.0909","1.2727","1.4848","0.3939","0.0303","5.6364","","6.99264"
"437","Jalen Adaway","Miami OH","MAC","29","60.6","111.3","13.8","53","54.47","3.9","19.3","5.8","10.5","30","49","0.612","66","123","0.537","14","41","0.341","1","0.7","29.9","So","6-5","3","1.34561","102.93","2.6","2019","51320","all","St. Bonaventure","1.15793767335618","40","59","26","64","0.677966101694915","0.40625","17","20","0.85","0","0","104.064","2.20859","0","0.477691","-0.397641","0.875332","0.514412","24.9032","0.0372349","0.477177","0.9032","4.0968","5","0.7097","0.3226","0.2258","7.4516","","3.29074"
"438","Eugene Omoruyi","Rutgers","B10","28","65.2","101.2","27.2","46.7","51.21","8.4","18.7","18.8","18.2","90","126","0.714","127","272","0.467","14","45","0.311","1","1.4","39.7","Jr","6-7","5","2.80618","115.49","4.1","2019","44878","all","Oregon","0.985513127460131","101","162","26","110","0.623456790123457","0.236363636363636","10","12","0.833333333333333","0","0","96.2044","3.32898","0","3.01501","1.63066","1.38435","3.66101","29.1071","2.50894","1.15207","2.2857","4.8929","7.1786","2.4286","0.7143","0.25","13.7857","","3.22049"
"439","Evan Clayborne","North Carolina Central","MEAC","27","45","98.7","13.8","66.2","58.79","9.4","12.6","5","23.9","23","60","0.383","47","71","0.662","0","0","0","5","1.5","84.5","Jr","6-6","10","0.0671243","86.378","4.2","2020","47405","all","UNC Asheville","0.393909090909091","46","61","1","10","0.754098360655738","0.1","20","21","0.952380952380952","0","0","103.454","1.54625","0","-0.717727","-2.56173","1.844","-1.8504","19.2333","-2.44203","0.591629","1.4333","2.4","3.8333","0.4333","0.5333","1.0667","4.6333","","0"
"440","Malik William","Clemson","ACC","17","5.2","106.3","23.8","38.9","41.88","23.2","17.9","8.1","6.7","4","6","0.667","9","24","0.375","1","3","0.333","4.5","0.8","22.2","Fr","6-8","20","0.411027","114.66","5.9","2018","50912","all","Southern Illinois","1.50085034013605","4","6","5","18","0.666666666666667","0.277777777777778","0","0","0","0","0","92.0498","0.564887","0","1.27143","0.663938","0.607492","-0.404267","4.3529","0.104793","-0.509061","0.8235","0.7059","1.5294","0.1765","0.0588","0.1765","1.4706","","2.41792"
"441","Levi Stockard III","Kansas St.","B12","32","41.3","87.9","14.7","50","53.78","5.8","13.4","4","28.9","26","37","0.703","47","94","0.5","0","0","0","1.7","2.2","39.4","Jr","6-8","34","0.0587313","86.365","5.5","2020","50494","all","VCU","0.263157894736842","29","45","18","49","0.644444444444444","0.36734693877551","6","6","1","0","0","93.4636","1.94308","0","-1.09398","-3.34639","2.25241","-1.85203","16.5938","-3.86293","2.0109","0.8438","1.7812","2.625","0.3125","0.625","0.2188","3.75","","0"
