,player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,year,pid,hometown,new school, ast/tov, rimmade, rimmade+rimmiss, midmade, midmade+midmiss, rimmade/(rimmade+rimmiss), midmade/(midmade+midmiss), dunksmade, dunksmiss+dunksmade, dunksmade/(dunksmade+dunksmiss), dporpag, stops, bpm, obpm, dbpm
265,Davion Warren,Hampton,BSth,25,87.3,100.5,33.1,51.3,55.33,4.1,15.1,21.2,18.1,108,143,0.755,139,252,0.552,2,3.4,34.8,Sr,6-Jun,3,3.20059,2021,71342,"Buffalo, NY",Texas Tech,0.815217391,95,137,44,115,0.693430657,0.382608696,13,14,0.928571429,2.65786,0,2.51548,3.21112,-0.695637
266,Desi Sills,Arkansas,SEC,32,51.5,106.5,17.7,50,53.04,3.1,10.9,12.8,15.4,46,68,0.676,56,108,0.519,1,2.7,35.2,Jr,1-Jun,3,1.53043,2021,66610,"Jonesboro, AR",Arkansas St.,1.500047059,54,100,2,8,0.54,0.25,5,5,1,2.58589,0,2.55916,0.0917279,2.46743
267,Abayomi Iyiola,Arkansas,SEC,1,0.1,0,0,0,0,0,106.3,0,0,0,0,0,0,0,0,0,0,0,Jr,9-Jun,22,-0.322068,2021,50741,"Atlanta, GA",Hofstra,0,NA,NA,NA,NA,0,0,NA,NA,0,0.209381,0,6.25845,0.857164,5.40128
268,Vladislav Goldin,Texas Tech,B12,10,4,107.9,21.7,35.3,46.74,4.9,20.6,8.5,5.9,7,7,1,6,17,0.353,2.6,2.5,41.2,Fr,1-Jul,50,0.42055,2021,73691,"Nalchick, Russia",Florida Atlantic,2,6,11,0,6,0.545454545,0,1,1,1,0.604028,0,0.0115381,-2.44412,2.45566
269,Shahada Wells,UT Arlington,SB,23,78.2,102.6,29.6,47.7,50.68,2.8,9.6,31.1,14.1,55,71,0.775,96,226,0.425,0.8,4.1,20.2,Jr,Jun-00,NA,3.09395,2021,73690,"Amarillo, TX",TCU,1.690909091,55,110,41,116,0.5,0.353448276,4,4,1,2.48446,0,4.63786,4.13079,0.507061
270,Markeese Hastings,Butler,BE,8,7.4,55.3,11.9,7.7,14.34,9.2,17.6,4.8,13.9,2,2,1,1,4,0.25,1.6,1.6,15.4,So,7-Jun,24,-1.12325,2021,65503,"Wyoming, MI",Western Michigan,1,1,4,0,0,0.25,0,0,0,0,0.988604,0,-5.42114,-5.4151,-0.0060384
271,Phlandrous Fleming Jr.,Charleston Southern,BSth,17,74.8,100.2,30.5,46.6,51.7,2.9,20.2,17.7,15.2,77,96,0.802,66,147,0.449,3,2.9,33.1,Sr,4-Jun,24,2.96498,2021,50586,"Athens, GA",Florida,0.836749688,34,57,32,90,0.596491228,0.355555556,5,6,0.833333333,3.09281,0,4.4337,4.08894,0.344756
272,Jarrett Hensley,UNC Greensboro,SC,29,16.3,92.2,15.4,39.8,45.18,2.5,12.7,4.3,15.1,13,18,0.722,12,21,0.571,4.4,1.4,36.7,Fr,8-Jun,32,-0.00621376,2021,73413,"Merriam, KS",Cincinnati,0.624864081,7,9,5,12,0.777777778,0.416666667,0,0,0,0.708745,0,-0.759981,-1.80076,1.04078
273,Tristan Enaruna,Kansas,B12,24,18.9,89.2,19.9,47.6,49.53,8,10.8,6.9,25,9,14,0.643,22,41,0.537,2,2.1,22.6,So,8-Jun,13,0.293494,2021,71923,"Almere, Netherlands",Iowa St.,0.380952381,15,24,7,17,0.625,0.411764706,1,1,1,1.11937,0,-0.39703,-1.46424,1.06721
274,Jason Carter,Xavier,BE,21,65.8,98.2,14.6,41.2,43.61,8.4,15.7,9.3,13.4,22,40,0.55,35,70,0.5,2.8,1.4,35.1,Sr,8-Jun,25,0.778403,2021,47914,"Johnstown, OH",Ohio,1.684129089,25,39,10,31,0.641025641,0.322580645,6,6,1,2.86027,0,0.496163,-0.582799,1.07896
275,Greg Outlaw,Central Connecticut,NEC,16,47.4,93.3,24,47.4,50.24,7.4,14.4,7.8,17.4,24,32,0.75,56,121,0.463,1.1,2.7,20.9,So,4-Jun,0,0.774751,2021,71248,"Chicago, IL",Pacific,0.466666667,42,75,15,47,0.56,0.319148936,4,4,1,1.4403,0,-2.84908,-1.23499,-1.61409
276,Chico Carter Jr.,Murray St.,OVC,24,61.9,107.1,24.2,58.5,61.22,0.6,6.9,14.9,19.7,39,46,0.848,68,124,0.548,0.4,2.8,20.5,So,2-Jun,2,2.05363,2021,71469,"Columbia, SC",South Carolina,0.96155,53,74,15,49,0.716216216,0.306122449,1,1,1,1.99431,0,2.0731,2.13794,-0.0648306
277,"James Baker, Jr.",Morehead St.,OVC,29,68.5,97.2,17.4,50.8,53.35,7.8,11,6.2,22.6,47,75,0.627,67,131,0.511,3.6,0.4,41.9,Sr,6-Jun,3,0.635475,2021,50879,"Louisville, KY",UNC Wilmington,0.499972322,48,77,19,54,0.623376623,0.351851852,17,18,0.944444444,2.60883,0,-1.68767,-2.19529,0.507626
278,"KJ Hunt, Jr.",Morehead St.,OVC,28,59.7,92.9,20,46.7,52.9,0.7,9.6,24.4,29.9,54,70,0.771,50,107,0.467,1.8,1.5,46.1,Jr,3-Jun,2,0.530551,2021,71832,"Little Rock, AR",Denver,1.287675174,19,44,31,63,0.431818182,0.492063492,0,0,0,2.44973,0,-1.39978,-1.97842,0.578638
279,Zane Meeks,Nevada,MWC,17,38.3,104.5,21.2,54.5,58.65,9.6,20.2,7.1,20.3,33,43,0.767,33,59,0.559,1,0.9,39.1,So,9-Jun,15,1.80359,2021,70414,"Prairie Village, KS",San Francisco,0.44826516,21,34,12,25,0.617647059,0.48,6,6,1,2.12489,0,1.54915,2.14385,-0.594703
280,Oscar Tshiebwe,West Virginia,B12,10,16.9,112.9,22.9,52.3,54.28,20.4,23.2,7.3,15,17,28,0.607,34,65,0.523,2.2,1.1,43.1,So,9-Jun,34,2.66606,2021,71632,"Lubumbashi, DR Congo",Kentucky,0.583333333,30,47,4,18,0.638297872,0.222222222,5,5,1,2.28985,0,3.59508,3.71026,-0.115178
281,Bernie Andre,FIU,CUSA,7,8,85.1,18.6,45.7,48.02,3.1,10.3,2.7,21,2,2,1,3,6,0.5,2.8,0.8,8.7,Sr,6-Jun,NA,-0.0310396,2021,74195,"North Miami Beach, FL",Tennessee Martin,0.200055999,3,3,0,3,1,0,0,0,0,0.64371,0,-5.68417,-2.54978,-3.1344
282,Jalanni White,Canisius,MAAC,11,30.2,81.2,20.2,42,41.65,4.8,12.9,18.8,23,4,11,0.364,14,28,0.5,4.5,1.1,25,Sr,8-Jun,4,-0.213354,2021,51888,"New Haven, CT",Penn St.,1.153833136,12,18,2,10,0.666666667,0.2,2,2,1,1.04796,0,-5.46238,-5.38982,-0.072558
283,Brendan Medley-Bacon,VCU,A10,13,5.1,52.7,16.2,22.2,29.54,4.6,14.6,3.2,33.2,3,6,0.5,2,9,0.222,4.2,0,66.7,Jr,1-Jul,35,-0.488512,2021,66058,"Baltimore, MD",McNeese St.,0.199947998,2,6,0,3,0.333333333,0,2,2,1,0.482823,0,-12.1511,-12.0056,-0.145511
284,D.J. Johnson,Rhode Island,A10,25,36.7,113,13,58.4,59.29,4.3,16.1,4.1,15.1,11,17,0.647,11,18,0.611,3.5,1.1,20.5,Jr,7-Jun,23,1.01689,2021,71552,"Brooklyn, NY",Kent St.,0.615384615,9,12,2,6,0.75,0.333333333,2,2,1,1.52725,0,3.19295,2.16072,1.03222
285,John Newman III,Clemson,ACC,22,35.4,82.9,19.4,38.5,42.19,4,12.2,14.3,22.5,12,13,0.923,23,59,0.39,1.1,2.2,14.3,Jr,5-Jun,15,0.084442,2021,65849,"Greensboro, NC",Cincinnati,1,17,30,6,29,0.566666667,0.206896552,2,2,1,1.99396,0,-0.93865,-3.00524,2.06659
286,Aaron Wheeler,Purdue,B10,28,45.3,97,14.1,47.5,48.68,5.8,22.4,10.2,21.7,13,23,0.565,22,36,0.611,3.3,2,23,Jr,9-Jun,1,0.553247,2021,65547,"Stamford, CT",St. John's,1.115334913,21,33,1,3,0.636363636,0.333333333,7,8,0.875,2.40688,0,3.48232,0.0108395,3.47148
287,Joe Hedstrom,Wisconsin,B10,9,1.2,103.3,18.5,37.5,40.4,15.5,7.9,0,0,1,2,0.5,0,3,0,0,0,50,So,Jul-00,32,0.103327,2021,66703,"Hopkins, MN",Valparaiso,0,0,0,0,3,0,0,0,0,0,0.134862,0,-10.2977,-6.32932,-3.96842
288,Dusan Mahorcic,Illinois St.,MVC,22,55,102.9,23.5,59.4,58.02,12.7,21.3,9.3,20.8,40,80,0.5,87,148,0.588,1.5,2,53.7,Jr,10-Jun,21,1.88364,2021,73375,"Belgrade, Yugoslavia",Utah,0.511121975,66,94,21,54,0.70212766,0.388888889,6,6,1,2.09594,0,0.773846,1.36885,-0.595006
289,Prosper Obidiebube,Chattanooga,SC,1,0.2,36.6,20,0,0,58,0,0,0,0,0,0,0,2,0,0,0,0,So,8-Jun,24,-0.349373,2021,71717,"Houston, TX",Longwood,1,0,2,0,0,0,0,0,0,0,0.0930059,0,-42.0409,-16.8775,-25.1634
290,Jordan King,Siena,MAAC,17,84.6,103.9,19.2,51.3,56.7,0.2,5.3,11.6,18.6,48,58,0.828,33,65,0.508,0.2,1.5,37.4,So,Jun-00,14,1.81511,2021,70514,"Albany, NY",East Tennessee St.,0.9706,17,36,16,29,0.472222222,0.551724138,0,0,0,2.39239,0,-1.50798,-0.219499,-1.28848
291,Patrick Harding,Bryant,NEC,31,47.1,110.8,15.2,61.4,58.61,15.6,31,15.3,24,15,37,0.405,62,100,0.62,1.6,1.2,36.6,So,9-Jun,25,0.95463,2020,66044,"Fairfield, CT",Columbia,1.25,52,74,10,26,0.702702703,0.384615385,1,1,1,2.00505,0,-0.218896,-0.557175,0.338279
292,Tre Williams,Indiana St.,MVC,24,76.8,95.3,18.4,53.1,53.4,7.8,16.5,6.2,21.5,39,75,0.52,81,151,0.536,5.5,1.6,46.6,So,7-Jun,1,0.975534,2021,71704,"Reynoldsburg, OH",Duquesne,0.42,51,84,30,67,0.607142857,0.447761194,6,7,0.857142857,3.41277,0,-0.449439,-2.09244,1.643
293,Maxwell Evans,Vanderbilt,SEC,25,64.6,107.4,16.9,55,55.13,2.8,12.1,13.5,15.3,26,49,0.531,42,73,0.575,0.5,2.1,29,Sr,2-Jun,3,1.99509,2021,50226,"Houston, TX",TCU,1.482758621,37,55,5,18,0.672727273,0.277777778,8,9,0.888888889,2.29927,0,2.7048,2.04785,0.656946
294,Darious Hall,DePaul,BE,18,46.8,84.3,17.6,38.9,41.27,6.2,18.6,9.5,19.8,15,27,0.556,31,79,0.392,0.6,2.2,28.4,Jr,7-Jun,13,0.0920956,2021,51361,"Little Rock, AR",Central Arkansas,0.818196694,23,38,8,41,0.605263158,0.195121951,1,2,0.5,2.37057,0,0.0503674,-2.00252,2.05288
295,Dearon Tucker,Oregon St.,P12,28,20.9,108.2,14.7,58.1,64.96,5.8,15,4.5,24.6,25,31,0.806,25,43,0.581,5.8,1.1,72.1,So,10-Jun,35,0.662969,2021,71457,"Dallas, TX",Indiana St.,0.375022657,18,28,7,15,0.642857143,0.466666667,2,2,1,1.04449,0,-0.0975911,-2.29874,2.20115
296,Jason Whitens,Western Michigan,MAC,19,55.4,99.1,14.7,48.3,52.28,5.3,11.6,10.9,20,16,18,0.889,40,72,0.556,0.5,0.9,20.2,Jr,4-Jun,30,0.36755,2021,51784,"Powers, MI",Michigan St.,1.090940496,29,44,11,28,0.659090909,0.392857143,0,0,0,1.57683,0,-2.37666,-1.74439,-0.632278
297,Darius Beane,Northern Illinois,MAC,17,66.1,86.7,23,36.7,40.39,5.5,11.5,15.9,16.2,32,49,0.653,56,150,0.373,1.6,2.6,27.1,Jr,3-Jun,24,0.338122,2021,66117,"Carbondale, IL",Cal St. Northridge,1.187473438,29,55,27,95,0.527272727,0.284210526,2,2,1,1.57364,0,-3.5566,-2.23783,-1.31877
298,"Colin Golson, Jr.",Siena,MAAC,13,36.5,96.8,14.4,58.3,57.49,3.5,14.9,2.4,22,4,9,0.444,18,30,0.6,0,1.7,16.7,Fr,7-Jun,1,0.143687,2021,72999,"Detroit, MI",Eastern Michigan,0.2308,16,22,2,8,0.727272727,0.25,5,5,1,1.65524,0,-3.12097,-2.85947,-0.2615
299,Donovan Clay,Valparaiso,MVC,26,83,87.6,21.7,42.6,46.11,4.4,14.8,14.6,18.3,49,71,0.69,80,165,0.485,3.6,1.1,27.5,So,7-Jun,5,0.567687,2021,71191,"Alton, IL",Missouri St.,0.984381152,52,89,28,76,0.584269663,0.368421053,5,5,1,3.08295,0,-1.76296,-2.05451,0.291542
300,Cedric Russell,Louisiana Lafayette,SB,24,83.3,104.4,24,53.5,56.33,1.3,8.6,6.9,18,64,84,0.762,71,156,0.455,0,1,25.3,Sr,2-Jun,0,2.56195,2021,51103,"Alexandria, LA",Ohio St.,0.454520386,41,77,30,79,0.532467532,0.379746835,0,0,0,2.11587,0,-0.154509,2.26364,-2.41815
301,Chol Marial,Maryland,B10,17,8.3,82.1,20.1,39.6,42.77,9.1,11.5,2,18.4,6,11,0.545,8,18,0.444,11,0.6,45.8,So,2-Jul,15,0.0675113,2021,70531,"Rumbek, South Sudan",Oregon St.,0.2222,5,9,3,9,0.555555556,0.333333333,2,2,1,0.651165,0,-4.31923,-5.02297,0.70374
302,Kadary Richmond,Syracuse,ACC,28,52.4,103.6,19.7,47.8,52.69,3.5,10,26,22.1,44,61,0.721,56,118,0.475,2.8,4.5,43.9,Fr,5-Jun,3,1.66381,2021,73625,"Brooklyn, NY",Seton Hall,1.931844215,34,55,22,64,0.618181818,0.34375,4,4,1,2.54053,0,5.45861,1.52413,3.93449
303,Jemarl Baker Jr.,Arizona,P12,12,33.5,110.5,18.7,50,53.18,0.7,10.5,12.1,10.6,20,24,0.833,26,54,0.481,1.3,1.2,19.4,Jr,5-Jun,3,2.64653,2021,66618,"Menifee, CA",Fresno St.,1.75,8,17,18,37,0.470588235,0.486486486,0,0,0,2.68835,0,3.41032,2.97249,0.437832
304,Austin Richie,Tulsa,Amer,21,44.3,105.5,16.2,51.3,52.32,1,10.5,4.1,6,8,11,0.727,13,26,0.5,0.7,0.5,9.2,Jr,6-Jun,32,1.1526,2021,66079,"Glenwood, IL",Florida Gulf Coast,1.833269452,4,9,9,17,0.444444444,0.529411765,1,1,1,1.61464,0,0.885015,1.68176,-0.796747
305,Devin Askew,Kentucky,SEC,25,72.3,91.8,15.4,39.8,47.54,1.4,8.1,18.2,25.4,50,62,0.806,34,88,0.386,1,1.8,43.7,Fr,3-Jun,2,0.613701,2021,72678,"Sacramento, CA",Texas,1.44,15,35,19,53,0.428571429,0.358490566,0,0,0,3.05321,0,-0.0997549,-1.43594,1.33619
306,Jalen White,Ohio,MAC,11,6.4,116.1,21.3,56,56.76,7.7,13.2,9.1,8.6,2,3,0.667,5,12,0.417,1.9,0.9,12,Fr,5-Jun,21,0.583305,2021,72524,"Pasadena, TX",Nicholls St.,1.49970006,2,2,3,10,1,0.3,0,0,0,0.427493,0,3.32371,4.20984,-0.886126
307,Jonathan Aku,Texas A&M,SEC,18,36.8,78.1,11.6,36,42.84,8.5,17.9,4.3,31.4,14,26,0.538,9,25,0.36,3.8,0.7,104,So,10-Jun,15,-0.769083,2021,70345,"Kaduna, Nigeria",Stephen F. Austin,0.374957813,7,15,2,10,0.466666667,0.2,2,3,0.666666667,1.4745,0,-5.26904,-6.12426,0.855219
308,John Meeks,Bucknell,Pat,6,39,113.6,37,54.4,60.64,7.8,16.5,20,12.7,40,47,0.851,41,77,0.532,0,1.8,45.6,Sr,6-Jun,12,5.18083,2021,50946,"Burlington, NC",College of Charleston,0.874976563,20,33,21,44,0.606060606,0.477272727,1,1,1,1.73893,0,3.9592,6.29118,-2.33197
309,Jamari Wheeler,Penn St.,B10,25,77.3,102.6,14.1,50,51.63,2.7,13.8,19.6,23.2,22,35,0.629,29,64,0.453,0,3.2,23.6,Sr,1-Jun,5,1.7553,2021,50466,"Live Oak, FL",Ohio St.,1.931818182,26,53,3,11,0.490566038,0.272727273,0,0,0,3.4521,0,3.10261,0.200837,2.90177
310,Lenell Henry,Prairie View A&M,SWAC,20,55.7,97,18.9,48.8,51.54,11.1,18.6,8.2,22.4,23,33,0.697,61,117,0.521,5.7,1.2,26.4,Sr,8-Jun,0,0.369077,2021,50462,"Chicago, IL",Alcorn St.,0.6,51,75,10,41,0.68,0.243902439,4,4,1,2.27663,0,-4.55847,-4.30518,-0.25329
311,Vukasin Masic,Hofstra,CAA,20,27.8,74.9,16.4,35.1,37.88,0.4,10.2,10.3,22,7,9,0.778,13,34,0.382,0,0.9,13.4,Fr,5-Jun,25,-0.683,2021,72621,"Belgrade, Yugoslavia",Maine,0.9375,6,15,7,19,0.4,0.368421053,0,0,0,0.706922,0,-8.24224,-5.28941,-2.95283
312,E.J. Anosike,Tennessee,SEC,22,17.5,98.8,14.9,34.2,40,13.4,12.1,5.6,10.3,12,20,0.6,13,38,0.342,0.6,2.5,52.6,Sr,7-Jun,55,0.299572,2021,52294,"East Orange, NJ",Cal St. Fullerton,1.199736032,10,24,3,14,0.416666667,0.214285714,0,1,0,1.12878,0,-0.139114,-1.71931,1.5802
313,Jalen Cook,LSU,SEC,20,12.8,112.3,20.7,53.3,57.33,2.2,8.9,18.6,17.8,13,17,0.765,14,30,0.467,0,5.9,37,Fr,Jun-00,3,0.894598,2021,73580,"Walker, LA",Tulane,1.6,6,10,8,20,0.6,0.4,0,0,0,0.873938,0,5.60434,1.2583,4.34603
314,De'Vondre Perry,Temple,Amer,16,60.9,98.3,17,49,50.68,6,13.9,10.6,15.8,14,22,0.636,25,52,0.481,2.5,1.7,21.4,Sr,7-Jun,22,1.01669,2021,50796,"Baltimore, MD",Albany,1,13,23,12,29,0.565217391,0.413793103,3,4,0.75,2.51558,0,2.50087,1.12701,1.37386
315,Marcus Carr,Minnesota,B10,29,88.3,106.5,28.3,45.1,51.73,2.1,10,31.5,13,155,194,0.799,114,263,0.433,0.4,2.1,42.9,Jr,2-Jun,5,4.86541,2021,50253,"Toronto, ON",Texas,2.073567042,55,102,59,161,0.539215686,0.366459627,1,1,1,3.70213,0,6.28962,5.44655,0.843067
316,Luke Loewe,William & Mary,CAA,17,89.3,111.7,22.9,49.1,53.94,1.1,9.8,22.1,10.6,54,63,0.857,73,141,0.518,0,2.3,28,Sr,4-Jun,12,3.43661,2021,52059,"Fond du Lac, WI",Minnesota,2.1999864,50,91,23,50,0.549450549,0.46,0,0,0,2.39945,0,2.28136,2.4272,-0.145847
317,Ibrahima Diallo,Ohio St.,B10,5,0.9,70.2,22.1,0,12.82,32.9,10,0,0,1,4,0.25,0,2,0,10.2,0,200,So,10-Jun,15,-0.0772504,2021,71410,"Saly, Senegal",San Jose St.,0,0,1,0,1,0,0,0,0,0,0.187374,0,-6.85224,-1.04344,-5.80881
318,Ty Perry,Fordham,A10,11,37.1,91.8,24.1,43.8,49.48,1.1,11.7,12.6,12.4,20,25,0.8,9,22,0.409,0,2.1,34.7,Jr,3-Jun,10,0.776687,2021,66399,"Boston, MA",Buffalo,0.900011,5,9,4,13,0.555555556,0.307692308,0,0,0,1.55824,0,0.545291,1.13246,-0.587169
319,Javon Franklin,Auburn,SEC,23,11.4,88.4,16.7,41.4,42.96,13.2,18.5,5.7,23.7,5,10,0.5,9,21,0.429,8.8,1.3,34.5,Jr,7-Jun,4,0.090333,2021,70642,"Little Rock, AR",South Alabama,0.444416049,9,17,0,4,0.529411765,0,4,5,0.8,0.638624,0,1.23311,-0.209502,1.44262
320,T.J. Bickerstaff,Drexel,CAA,20,60.9,108.4,23,52.3,57.76,8.3,17.9,11.9,18.4,47,56,0.839,74,128,0.578,1.5,1.6,37.3,So,9-Jun,23,2.14152,2021,71777,"Atlanta, GA",Boston College,0.823529412,55,90,19,40,0.611111111,0.475,12,13,0.923076923,2.0922,0,0.159141,0.508888,-0.349746
321,Jaylen Butz,DePaul,BE,30,65.4,96.6,19.8,57.7,56.72,8.3,13.1,6.2,23.4,59,117,0.504,120,206,0.583,3.1,2.2,56.3,Jr,9-Jun,2,1.43353,2020,50817,"Fort Wayne, IN",Western Kentucky,0.36234163,107,168,13,38,0.636904762,0.342105263,33,40,0.825,3.11203,0,1.51772,-0.178067,1.69579
322,Drew Buggs,Missouri,SEC,26,33.8,84.1,13.4,35.3,38.76,1.3,8.5,23.4,27.4,12,23,0.522,12,31,0.387,1.2,1.8,45.1,Sr,3-Jun,2,-0.221626,2021,45642,"Long Beach, CA",Winthrop,2.130454443,8,15,4,16,0.533333333,0.25,0,0,0,1.36292,0,-0.7569,-2.07368,1.31678
323,Josh Nickelberry,Louisville,ACC,9,14.5,80.2,15,31.9,33.83,1,5.7,4.7,6.9,2,2,1,1,4,0.25,0,0,5.6,So,4-Jun,20,-0.328745,2021,70938,"Fayetteville, NC",La Salle,1.5,0,0,1,4,0,0.25,0,0,0,1.15015,0,-5.361,-3.60204,-1.75896
324,Cole Swider,Villanova,BE,25,47.1,122.3,14.2,57.8,58.82,3.8,13.9,10.4,9.1,9,12,0.75,14,28,0.5,0.5,1.7,10.4,Jr,9-Jun,10,2.17764,2021,65888,"Portsmouth, RI",Syracuse,2.7,9,11,5,17,0.818181818,0.294117647,1,1,1,2.04208,0,6.03884,4.46496,1.57388
325,Remy Martin,Arizona St.,P12,23,76.3,106.1,28.7,50.5,55.85,1.5,8.1,23.6,14,111,143,0.776,94,190,0.495,0.1,2,43.9,Sr,Jun-00,1,4.45598,2021,51115,"Chatsworth, CA",Kansas,1.517865944,51,83,43,107,0.614457831,0.401869159,3,3,1,2.90465,0,4.77707,5.43274,-0.655675
326,"Jamal Mashburn, Jr.",Minnesota,B10,29,54.6,91.4,21.2,39.9,44.11,1.1,6.6,15,12.4,43,54,0.796,61,156,0.391,0.5,1.1,22.2,Fr,2-Jun,4,1.01409,2021,73453,"Miami, FL",New Mexico,1.499951667,20,36,41,120,0.555555556,0.341666667,0,0,0,2.04033,0,-0.778715,-0.193503,-0.585212
327,Jordan Nesbitt,Memphis,Amer,3,1,50.3,30.1,37.5,37.5,0,29.8,16,50.2,0,0,0,0,1,0,0,0,0,Fr,6-Jun,14,-0.37849,2021,74215,"St. Louis, MO",Saint Louis,0.3333,0,1,0,0,0,0,0,0,0,0.500633,0,-16.7742,-12.3588,-4.41542
328,Jamaine Mann,Gardner Webb,BSth,26,52.1,106.7,19.3,53.3,54.51,11.3,17.7,6.9,15.9,46,83,0.554,59,109,0.541,2.7,1,68,Fr,6-Jun,5,1.27789,2021,73002,"Hampton, GA",Vanderbilt,0.678614542,46,73,13,36,0.630136986,0.361111111,7,11,0.636363636,1.59299,0,-2.77555,-0.788184,-1.98737
329,Angelo Allegri,UNC Greensboro,SC,30,60.2,102.5,16.5,46.9,48.39,4.8,13.5,3.6,11.4,20,29,0.69,35,80,0.438,0.2,1.4,12.7,Jr,7-Jun,13,0.920787,2021,65466,"Kansas City, MO",Eastern Washington,0.625,26,47,9,33,0.553191489,0.272727273,6,6,1,2.37553,0,-0.738865,-0.456408,-0.282457
330,Latrell Jossell,Kansas,B12,9,2.1,126.4,16.4,50,55.87,0,9.4,7.9,0,2,2,1,1,1,1,0,2.4,25,Fr,11-May,4,0.388634,2021,72541,"Chicago, IL",Stephen F. Austin,1,1,1,0,0,1,0,0,0,0,0.295675,0,4.04195,1.97492,2.06703
331,Trey Phipps,Oklahoma,B12,16,11,102.8,17.8,48.7,50.18,1.9,9.4,9.1,10.8,4,6,0.667,2,7,0.286,0.9,1.9,15.8,Fr,2-Jun,3,0.483299,2021,72681,"Tulsa, OK",Oral Roberts,1.5,1,4,1,3,0.25,0.333333333,0,0,0,0.764539,0,0.155187,0.477747,-0.32256
332,Paul Atkinson,Yale,Ivy,28,79.7,119.6,24.5,63.3,65.1,8.6,17.4,10.1,14.6,108,157,0.688,191,298,0.641,2.8,2.1,50.5,Jr,10-Jun,20,4.58286,2020,51193,"West Palm Beach, FL",Notre Dame,0.771947368,152,214,39,84,0.710280374,0.464285714,23,24,0.958333333,3.70887,0,6.95262,5.24223,1.71039
333,Emmanuel Dowuona,Purdue,B10,8,2.4,93.4,24.5,46.2,46.15,11.2,20.6,8,16.9,0,0,0,6,13,0.462,13.2,4.1,0,Fr,10-Jun,4,0.208589,2020,65482,"Miami, FL",Tennessee St.,0.5,4,6,2,7,0.666666667,0.285714286,3,4,0.75,0.442857,0,-14.1729,-14.3226,0.149733
334,Jameer Nelson Jr.,George Washington,A10,7,26.9,87.2,21.7,42.2,47.64,2,6.6,15.5,21.7,16,23,0.696,17,39,0.436,1.1,5.7,45.1,So,1-Jun,1,0.215895,2021,70283,"Haverford, PA",Delaware,0.933314667,14,26,3,13,0.538461538,0.230769231,5,6,0.833333333,2.10853,0,-1.81512,-3.67109,1.85597
335,Michael Durr,South Florida,Amer,18,56.8,104.5,18.5,42.6,49.82,12,23.1,4.1,14.5,46,58,0.793,49,110,0.445,4.6,1.5,45,Jr,Jul-00,4,1.92828,2021,65930,"Atlanta, GA",Indiana,0.409102686,31,60,18,50,0.516666667,0.36,10,10,1,2.66149,0,1.29122,0.803504,0.48772
336,Te'Jon Lucas,Milwaukee,Horz,22,78.2,97.8,29.8,43.6,48.85,2.5,14.1,36.7,18.1,81,111,0.73,86,192,0.448,1,2,39.2,Sr,2-Jun,3,2.27596,2021,49478,"Milwaukee, WI",BYU,1.88236436,47,99,39,93,0.474747475,0.419354839,0,0,0,2.24506,0,0.195856,1.35546,-1.15961
337,Kris Bankston,Little Rock,SB,15,16.6,86.4,18.3,55.3,55.59,6.7,12.1,8.8,32.5,5,9,0.556,21,38,0.553,2.8,1.4,23.7,Jr,8-Jun,32,-0.0661578,2021,51114,"Little Rock, AR",Norfolk St.,0.444444444,16,27,5,11,0.592592593,0.454545455,7,7,1,0.869427,0,-7.82426,-7.2379,-0.58636
338,Michael Green III,Bryant,NEC,20,82.3,95.2,25.8,44.9,50.82,2.4,8.3,18.2,21.6,84,109,0.771,62,148,0.419,0.3,1.7,41.1,So,11-May,3,1.56112,2021,70557,"Bronx, NY",Robert Morris,1.026684213,46,88,20,66,0.522727273,0.303030303,0,0,0,2.45158,0,-3.06669,-1.27872,-1.78797
339,Joel Kabimba,Stetson,ASun,8,13.7,81.8,15.4,50,51.99,5.2,16.3,2.9,31.6,4,6,0.667,10,19,0.526,2.6,0,23.1,So,8-Jun,35,-0.554989,2021,71366,"Kinshasa, DR Congo",George Mason,0.266647111,7,8,3,11,0.875,0.272727273,1,1,1,1.01685,0,-8.43395,-6.31824,-2.11571
340,Jamari Sibley,Georgetown,BE,21,11.2,81.4,13.6,52.4,52.41,5.7,11.6,0,32.1,3,6,0.5,8,15,0.533,1.8,1,28.6,Fr,8-Jun,14,-0.135655,2021,72409,"Milwaukee, WI",UTEP,0,2,3,6,12,0.666666667,0.5,0,0,0,0.568657,0,-0.57638,-1.09396,0.517575
341,Kassim Nicholson,UAB,CUSA,27,67.4,105.2,14.8,48.2,48.91,9.2,18.6,5,11.9,21,40,0.525,73,144,0.507,2.5,1.8,24.4,Sr,7-Jun,11,1.10687,2021,71085,"Jackson, MS",Tennessee St.,0.912999622,36,48,37,96,0.75,0.385416667,10,10,1,3.33518,0,1.01249,-0.258164,1.27065
342,Harrison Henderson,Southern,SWAC,19,45.7,99.4,24.7,48.8,52.98,12,27.2,5.1,17.1,46,71,0.648,52,97,0.536,2.1,1.6,58.2,Sr,11-Jun,2,1.0001,2021,47675,"Dallas, TX",Central Michigan,0.296319752,32,53,19,42,0.603773585,0.452380952,8,9,0.888888889,1.71771,0,-2.58706,-1.15246,-1.4346
