"","player_name","team","conf","Min_per","ORtg","usg","eFG","ORB_per","DRB_per","AST_per","TO_per","blk_per","stl_per","ftr","yr","ht","new.school","dbpm","X","School","Conference","GP","Min.","ORTG","USG","EFG","OR.","DR.","AST.","TOV.","BLK.","STL.","FTR","Year","Height","DBPM"
"89","Cordell Pemsl","Iowa","B10",28.5,99.5,15.3,50,6.9,20.5,15.4,27,3.1,1.3,79.2,"Jr","9-Jun","Virginia Tech",2.26045,291,"Virginia Tech","ACC",13,14.2,101.2,13.1,52.6,4.8,25,7.2,21.7,1,0,57.9,"Sr","9-Jun",1.57722
"90","Cormac Ryan","Stanford","P12",54.9,95.8,17.2,45.7,1.4,11.9,11.9,18,0.5,2,19.2,"Fr","5-Jun","Notre Dame",1.44403,1270,"Notre Dame","ACC",25,70.7,101.2,20.6,48.6,3.7,13.1,15.9,16.5,1.2,2.1,20.7,"Jr","5-Jun",0.295109
"91","Courtese Cooper","LSU","SEC",4.9,128.3,9.1,85.7,13.4,20.6,0,30.5,9,0,0,"So","9-Jun","Southern Utah",1.68728,1898,"Southern Utah","BSky",8,3.8,129.4,15.9,66.7,16.1,7.9,11.5,24.5,3.8,0,166.7,"Jr","9-Jun",0.190996
"92","Curtis Haywood II","Georgia Tech","ACC",48.9,90.9,17.3,45.9,1.4,12.2,18.8,21.5,0.5,3.2,15.9,"So","5-Jun","Tulsa",2.38018,817,"Tulsa","Amer",21,64.3,93.4,14.2,44,2.9,11.6,14.2,19.5,1.4,2,20.4,"Jr","5-Jun",1.69008
"93","D.J. Carton","Ohio St.","B10",38.5,103.5,25.2,55.7,2.6,10.7,26.5,25.9,2,1.6,36.2,"Fr","2-Jun","Marquette",1.88709,3159,"Marquette","BE",27,77.5,98.5,24.9,50.7,2.2,12.2,23.8,23.9,1.4,2.2,37.3,"So","2-Jun",1.35733
"94","Dahmir Bishop","Xavier","BE",9.1,57.5,17,21.4,2.8,20.3,12.7,20,0,1,46.4,"Fr","5-Jun","Saint Joseph's",0.551291,2479,"Saint Joseph's","A10",19,63.5,74.8,19.7,41.3,1.6,10.9,9.1,25,0.6,0.9,24.2,"So","5-Jun",-2.21828
"95","Daivien Williamson","East Tennessee St.","SC",70.1,109.3,19.6,57,0.8,7.2,17.6,22.9,0.3,1.5,34.3,"So","2-Jun","Wake Forest",-0.387821,1079,"Wake Forest","ACC",21,85,106.5,19.7,53.7,0.2,7,16.6,17.7,0.2,2.2,30.9,"Jr","2-Jun",0.596791
"96","Dalano Banton","Western Kentucky","CUSA",34,83.7,19.6,44.3,4,17.7,25.9,32.8,3.9,1.7,34,"Fr","8-Jun","Nebraska",1.0252,1185,"Nebraska","B10",26,68.4,92.6,22.8,44.6,3.7,18.4,27.5,21.9,3.6,1.9,39.6,"So","9-Jun",2.71402
"97","Damari Milstead","Grand Canyon","WAC",69.1,103.1,22.5,46.3,2.1,8.7,23.6,17.8,0.5,2.8,39.4,"So","2-Jun","San Francisco",0.934368,785,"San Francisco","WCC",22,33.2,92.5,21.5,44.4,2.3,8.6,20.9,21.8,0.9,2.9,21.2,"Jr","2-Jun",0.699138
"98","Damari Parris","Eastern Michigan","MAC",18.8,88.9,19,36.7,2.2,5.5,24.5,18.1,0,2.6,9.4,"Jr","1-Jun","Prairie View A&M",-0.309278,180,"Prairie View A&M","SWAC",15,15.1,81.3,19.7,38.5,5.2,11.7,8.7,15.8,0,2.2,0,"Sr","1-Jun",-1.84195
"99","Damien Sears","St. John's","BE",17.1,76.2,14.3,36.8,6.6,18.3,8.2,24,2.1,3.7,60.5,"Jr","7-Jun","Nicholls St.",3.06259,106,"Nicholls St.","Slnd",22,25.5,114.2,13.6,71.8,11.5,19.6,5.4,25.7,2.1,2.4,48.7,"Sr","7-Jun",0.417468
"100","Darian Adams","Troy","SB",62.7,93,23.3,44.8,3.8,12.8,21.9,20.9,0.8,1.5,18.3,"Jr","3-Jun","Jacksonville St.",-1.41379,151,"Jacksonville St.","OVC",25,85.6,103.4,24.3,51,2.5,12.2,17.4,20.4,0.1,1.5,30.8,"Sr","3-Jun",-0.925616
"101","Darius Henderson","UMass Lowell","AE",3.9,87.3,26.5,47.6,7.2,21.6,13.4,21.7,2.1,0,9.5,"So","9-Jun","Montana",-1.92854,1692,"Montana","BSky",6,1.2,11.4,30.1,0,11.6,22,0,53.8,0,5.4,0,"Jr","9-Jun",-0.437792
"102","Darius Hicks","Eastern Kentucky","OVC",33.3,80.1,17.1,39.1,7.7,17.3,4,20.9,3,1.3,73.6,"Jr","8-Jun","Jackson St.",-0.543987,119,"Jackson St.","SWAC",16,41.9,79.8,12.5,32.4,6.2,11.9,5.8,28,2,1.7,94.6,"Sr","8-Jun",1.24953
"103","Darius McNeill","California","P12",81.3,98.4,17.6,49.7,0.8,4.8,5.4,11.2,0.2,2.7,14.7,"So","3-Jun","SMU",-0.957672,359,"SMU","Amer",12,41.9,105.4,14.7,53.3,2.9,9,7.5,16.1,0.4,1.6,12,"Jr","3-Jun",0.473766
"104","Darius Perry","Louisville","ACC",48.5,98.7,17.7,48.1,0.4,8.1,23.8,23.2,0,1.6,10.3,"Jr","2-Jun","UCF",1.44552,621,"UCF","Amer",19,65.1,105.1,25.5,50.5,2,11.1,24.6,19.2,0.8,2.4,30,"Sr","2-Jun",0.369996
"105","Darnell Brodie","Seton Hall","BE",1.4,78.3,9.1,50,6.7,6.1,0,36.4,0,3.3,0,"So","9-Jun","Drake",0.43929,4664,"Drake","MVC",29,58.2,107.4,19.1,56.1,9.6,29,7.4,20,2.8,0.8,16,"Jr","10-Jun",0.581439
"106","Daron Henson","Washington St.","P12",5.7,99,22.2,56.3,4.2,8,0,10.5,0,0,12.5,"Jr","7-Jun","Seattle",-3.15051,208,"Seattle","WAC",13,9.8,76.2,17.1,21.7,8.2,15,2.4,4.4,0,1.5,26.1,"Sr","8-Jun",-2.70199
"107","David DeJulius","Michigan","B10",51.7,108.4,17.3,50,1.3,11.5,12.7,10.3,0.1,1.2,28.3,"So","Jun-00","Cincinnati",1.76859,983,"Cincinnati","Amer",19,61,96,19.8,40.6,1,16.7,28.4,16.2,0.2,1.5,22.9,"Jr","Jun-00",0.84127
"108","David Jenkins Jr.","South Dakota St.","Sum",80.5,108.8,26.3,58.4,1.7,9,8.4,17,0,0.7,30,"So","2-Jun","UNLV",-2.67312,611,"UNLV","MWC",25,74.3,102.3,25.4,49.8,1.6,8.1,10.8,14,0.3,0.8,20.4,"Jr","2-Jun",-2.76588
"109","David Nzekwesi","Denver","Sum",35.5,92.5,20.3,43.6,6.9,15.1,3.8,12.2,2,1,37.1,"So","9-Jun","Weber St.",-1.93954,1675,"Weber St.","BSky",7,4.6,88.9,23.9,39.3,14.8,22.2,0,12.7,2.9,1.5,21.4,"Jr","9-Jun",-2.60764
"110","David Sloan","Kansas St.","B12",48.5,90.2,19.5,45.3,1.1,7,26.4,23,0.8,2.2,32.3,"Jr","Jun-00","East Tennessee St.",0.649847,2805,"East Tennessee St.","SC",22,67.7,103.9,25.2,49.5,1.5,8,32.4,21.8,0,1.7,39.7,"Sr","2-Jun",-0.80216
"111","Davion Mintz","Creighton","BE",72,98.6,20.6,48.9,2.2,10.1,18.1,20.8,0.5,2.2,29.4,"Jr","3-Jun","Kentucky",1.09573,39,"Kentucky","SEC",25,76.4,105.9,19.8,51.2,2.7,8.4,20.6,17.6,0.7,1.9,25.2,"Sr","3-Jun",1.03827
"112","Daxton Carr","Cal Poly","BW",39.2,103.5,11.1,52.1,3,16.4,5.3,16.2,1.2,1.2,27.1,"Fr","7-Jun","Idaho St.",-0.670837,1582,"Idaho St.","BSky",19,54,83.5,14.5,38.4,4.5,11,5.8,19.4,2.3,0.4,29.1,"So","7-Jun",-0.196826
"113","Daylen Kountz","Colorado","P12",30.7,74.3,18.8,35.3,0.9,6.9,9.8,25.4,0.8,2.5,31.4,"So","4-Jun","Northern Colorado",1.86844,1040,"Northern Colorado","BSky",19,77,98.2,25.5,48.2,2.7,10.9,9.6,15.9,1.4,1.2,33.5,"Jr","4-Jun",-1.133
"114","Demetrius Mims","Long Beach St.","BW",8.5,68.4,16.6,32.6,9.7,11.7,3.3,20.9,4.6,3.5,60.9,"Fr","6-Jun","Towson",1.71841,942,"Towson","CAA",18,47.5,100.6,16.9,44.7,6.4,12,4.8,12.2,1,1.4,30.9,"So","6-Jun",-1.90286
"115","Deon Stroud","UTEP","CUSA",15.6,84.3,27.2,45.6,4.4,5.6,5.4,21.2,3.7,1,39.7,"Fr","5-Jun","Fresno St.",-1.42851,1306,"Fresno St.","MWC",21,54,98,29.4,52.5,6.9,13.2,7.1,18.9,1,2.3,34.8,"So","5-Jun",-0.940947
"116","Derek St. Hilaire","Jacksonville St.","OVC",49.4,91.7,21.9,43.4,3.1,11.1,18.4,21.3,0.6,2.2,21.9,"So","11-May","New Orleans",-0.508702,1816,"New Orleans","Slnd",24,68.6,103.8,22.7,54.1,3.1,7.2,18.8,20.2,0,1.9,16.1,"Sr","Jun-00",-2.637
"117","Derrick Walker","Tennessee","SEC",9.9,97.3,11,56.3,6.8,15.3,6.2,18,2.4,2.4,100,"So","8-Jun","Nebraska",3.14686,668,"Nebraska","B10",16,31.7,99.4,16.7,60,7.4,16.8,15.9,25.7,4.6,2.2,31.4,"Jr","8-Jun",3.43479
"118","Desmond Cambridge Jr.","Brown","Ivy",68.4,93.2,28.1,44.7,2.1,12.4,7.7,11.9,7,1.9,21.8,"So","4-Jun","Nevada",1.0029,394,"Nevada","MWC",25,78.6,103.6,26.3,51,1.4,14.5,17.2,14,2.3,1.9,19.8,"Jr","4-Jun",0.386605
"119","Destin Barnes","Jacksonville","ASun",72.9,97.4,21.9,48,2.8,9.6,6.9,15,0.5,0.7,14.4,"Jr","7-Jun","UC Santa Barbara",-1.96186,120,"UC Santa Barbara","BW",25,31.3,80.2,14.9,40.5,4.1,5.4,6.2,17.9,1.4,0.8,12.2,"Sr","7-Jun",-1.20437
"120","Devin Gage","DePaul","BE",15.6,93.3,16.7,53.7,0.5,6.3,18.9,30.7,1.8,4.3,34.1,"Jr","2-Jun","Fresno St.",3.32084,273,"Fresno St.","MWC",13,24.7,72.3,18.3,42.5,0.5,8,11.6,31.7,0.5,2.8,15.1,"Sr","2-Jun",-0.215037
"121","Devonaire Doutrive","Arizona","P12",4,120.2,18.3,46.4,6.7,15.5,14.5,6.1,2.3,1.1,57.1,"So","5-Jun","Boise St.",3.48237,1706,"Boise St.","MWC",18,38.4,109.1,18.3,55.5,2.9,12.7,8.8,15,0.3,1.6,34.7,"Jr","5-Jun",0.91161
"122","Dimencio Vaughn","Rider","MAAC",79,107.4,22.8,54,5.8,17.3,13,16.9,3.1,3.2,44,"Jr","5-Jun","Mississippi",2.05279,133,"Mississippi","SEC",16,9.8,64.6,22.9,39.3,6.3,19.5,6.8,35.1,1.1,3.2,46.4,"Sr","5-Jun",1.56509
"123","DJ Harvey","Notre Dame","ACC",56.9,95.8,23,45.5,3.3,14.3,5.6,15,2.1,1.4,34.1,"So","6-Jun","Vanderbilt",0.0526801,2324,"Vanderbilt","SEC",23,45,95.3,17.4,49.6,3,14.7,4.9,19.8,1,1.4,13.7,"Sr","6-Jun",-0.874852
"124","Donald Carey","Siena","MAAC",77.6,99.3,20.6,50.7,2.1,10.1,14.7,23.2,0.2,2,24.4,"So","5-Jun","Georgetown",-0.750808,709,"Georgetown","BE",26,66.8,109,14.9,60,3.4,8.5,12.2,25.7,0,2.1,21.3,"Sr","5-Jun",2.01171
"125","Donnie Tillman","UNLV","MWC",49.6,98.3,24.3,43,7.1,13.6,15.4,22.4,1.2,0.8,60.9,"Jr","7-Jun","New Mexico St.",-0.895209,826,"New Mexico St.","WAC",16,57.9,112.7,24.5,49.6,8.5,18.9,16.6,15.9,1.2,1.4,47.7,"Sr","7-Jun",-0.159193
"126","Donovan Ivory","UMass Lowell","AE",0.4,0,11.3,0,0,0,0,100,0,0,0,"Fr","6-Jun","Boise St.",-8.261,2266,"Boise St.","MWC",3,0.6,58.1,9.1,0,0,0,25.4,0,0,9.5,0,"So","6-Jun",6.28525
"127","Donovann Toatley","Chattanooga","SC",53.4,90.9,28.3,45.4,1.1,8.2,24.6,21.5,0.2,0.8,30.8,"Fr","9-May","Monmouth",-3.23403,1027,"Monmouth","MAAC",17,32.8,87.4,25.6,43.7,0.8,7.1,12.4,16.5,0,2.4,24.4,"So","9-May",-2.09642
"128","Dontarius James","Xavier","BE",9.2,80,15.2,42.9,8.3,17.4,7.2,28.5,0.9,1,47.6,"So","7-Jun","Jacksonville",0.832072,1698,"Jacksonville","ASun",20,69.3,99.3,29.7,52.9,3.4,13.5,9.2,20.5,2.3,1.8,32.1,"Jr","8-Jun",-1.08625
"129","Dontay Bassett","Florida","SEC",9.1,108.2,13.9,46.7,14.2,16.6,7.7,19.1,8,1.6,80,"Jr","9-Jun","Weber St.",3.99709,256,"Weber St.","BSky",18,45.1,107.7,22.5,47.3,7.6,17.2,6.4,14.5,5.1,1.2,52.3,"Sr","9-Jun",-0.418097
"130","Dontrell Shuler","Charleston Southern","BSth",33.2,94,32.6,47.3,1.7,11.3,22.5,17.4,0.3,1.9,40.2,"So","2-Jun","Middle Tennessee",-1.14774,1549,"Middle Tennessee","CUSA",10,35.1,93.5,24.3,45.7,1.4,6.1,23,19.9,0.7,2.2,35.6,"Jr","2-Jun",-0.211781
"131","Dravon Mangum","Charlotte","CUSA",48.3,85.9,17.7,43.6,5.5,11.3,4.9,21.5,3.4,1.1,51.3,"Fr","9-Jun","Radford",-1.05203,1415,"Radford","BSth",24,64.9,102.6,19.6,51.1,6.4,12.8,5,21.3,0.7,0.8,38.6,"So","8-Jun",-1.50996
"132","Drew Buggs","Hawaii","BW",86.8,91.5,20.8,40.5,2.9,12.9,30.5,21.3,0.4,1.5,17.2,"Jr","3-Jun","Missouri",0.100509,89,"Missouri","SEC",26,33.8,84.1,13.4,35.3,1.3,8.5,23.4,27.4,1.2,1.8,45.1,"Sr","3-Jun",1.38425
"133","Drew Lowder","Holy Cross","Pat",25.3,97.7,30.5,53.4,1.1,8.5,30.4,21.2,0,1.8,9.4,"Fr","Jun-00","Eastern Michigan",-4.23431,3043,"Eastern Michigan","MAC",9,34.5,81.3,26.1,38.7,1.6,8.9,14.3,14.8,0,2.2,11.8,"So","Jun-00",-3.12012
"134","Drew Peterson","Rice","CUSA",81.6,101.8,21.4,48.9,5.5,16.8,21.2,22,1.1,1.8,32.5,"So","8-Jun","USC",-0.45769,1107,"USC","P12",33,70.6,106.6,19.4,48.9,3.6,15.6,16.8,17.7,1.1,1.3,32.3,"Jr","8-Jun",2.67543
"135","Dwight Murray Jr.","Incarnate Word","Slnd",62.5,91.9,22.2,44.9,2.1,13.4,21,22.5,0.5,1.6,25.4,"So","Jun-00","Rider",-2.83772,1671,"Rider","MAAC",23,92.5,105.6,23.5,52.1,1.6,17.7,24.3,18.9,0,1.5,27.4,"Jr","Jun-00",-1.71775
"136","E.J. Anosike","Sacred Heart","NEC",83.4,113,23.9,50.1,13.6,22.8,10.8,15.6,0.8,1.7,50.7,"Jr","6-Jun","Tennessee",-0.438407,913,"Tennessee","SEC",22,17.5,98.8,14.9,34.2,13.4,12.1,5.6,10.3,0.6,2.5,52.6,"Sr","7-Jun",1.64792
"137","Ed Croswell","La Salle","A10",47,105.6,25.3,60.2,18.4,20.9,7.1,21.1,2.8,1.8,53,"So","8-Jun","Providence",-0.41649,1074,"Providence","BE",26,17,84.2,24.6,50,16.8,13.9,4.7,24,2.9,2.6,38.9,"Jr","8-Jun",0.167303
"138","Eli Abaev","Austin Peay","OVC",65.9,104.5,16.9,50.6,10.2,22.4,7.1,17.8,2.8,1.7,61.6,"Jr","8-Jun","Florida Gulf Coast",-0.0248069,1818,"Florida Gulf Coast","ASun",16,65.6,84.2,19,43.6,8.9,20.2,8.9,25.8,3.3,0.8,38.2,"Sr","8-Jun",-0.616391
"139","Elias King","Mississippi St.","SEC",1.6,129.2,17.3,71.4,0,11.3,11.2,17,0,0,0,"Fr","8-Jun","Middle Tennessee",-0.0666153,2086,"Middle Tennessee","CUSA",20,19,92.6,19.9,44.5,3.9,13.6,5.3,15.5,3.8,1.4,20,"So","8-Jun",-1.05621
"140","Elias King","Mississippi St.","SEC",1.6,129.2,17.3,71.4,0,11.3,11.2,17,0,0,0,"Fr","8-Jun","Middle Tennessee",-0.0666153,3719,"Quinnipiac","MAAC",4,9.6,122.8,17.1,60.5,11.7,16.9,8,15.1,2.3,0.6,57.9,"So","9-Jun",0.903553
"141","Eliel Nsoseme","Cincinnati","Amer",25.5,91.4,10.4,39.5,10.8,25.2,1.9,18.3,6.6,1.5,84.2,"So","9-Jun","Georgia St.",2.47719,619,"Georgia St.","SB",18,62.3,124.6,18.4,61.7,16.4,23,5.6,10.3,5.3,0.8,59.4,"Jr","9-Jun",-0.979317
"142","Elijah Hardy","Washington","P12",24.1,67.8,17.9,33.1,0.8,10.4,19.6,34.7,0,3.7,23.1,"So","2-Jun","Portland St.",2.39352,1589,"Portland St.","BSky",16,38.6,82.1,28.6,38.2,4.4,15.7,16.4,20.7,0.4,3.9,22,"Jr","2-Jun",0.746001
"143","Elijah Ifejeh","Louisiana Monroe","SB",20.6,64.7,19.5,44.7,8.7,13.3,13.2,39,2,1.4,42.1,"Jr","7-Jun","Southeastern Louisiana",0.210244,2511,"Southeastern Louisiana","Slnd",24,35.9,96.2,16,48.6,11.3,17.3,3.9,22.9,3.8,1.2,71.4,"Sr","9-Jun",-1.80939
"144","Elijah Thomas","Saint Mary's","WCC",8.9,113.3,17,48.3,7.7,10.7,6,6,0,2.5,36.7,"Jr","5-Jun","Cal Baptist",0.0321862,226,"Cal Baptist","WAC",19,66.1,107.8,20,56.6,8.8,15.6,13.9,21.7,0,2.3,47.7,"Sr","5-Jun",-0.536599
"145","Emmanuel Akot","Arizona","P12",25.5,87.2,13.8,43.9,3.1,14.3,10.2,19.4,0.7,0.7,22.7,"So","7-Jun","Boise St.",1.30171,321,"Boise St.","MWC",23,51.8,95,22.3,46.8,1.9,14.6,20.5,19.2,2.1,1.9,23.8,"Jr","8-Jun",1.22026
"146","Eric Williams Jr.","Duquesne","A10",76.1,110.4,22.6,50.3,10.2,16.9,9.7,14,0.7,2.1,33.4,"So","6-Jun","Oregon",-1.04191,353,"Oregon","P12",24,66,106.2,18.7,46.6,7.3,16.4,9,13.6,1.9,1.1,30.4,"Jr","6-Jun",0.0939609
"147","Eugene Omoruyi","Rutgers","B10",65.2,101.2,27.2,46.7,8.4,18.7,18.8,18.2,1,1.4,39.7,"Jr","7-Jun","Oregon",1.15207,45,"Oregon","P12",28,76.4,111.3,29,53.1,8.8,12.7,15,15.4,2.2,2.9,32.5,"Sr","6-Jun",1.48265
"148","Evan Clayborne","North Carolina Central","MEAC",45,98.7,13.8,66.2,9.4,12.6,5,23.9,5,1.5,84.5,"Jr","6-Jun","UNC Asheville",0.591629,175,"UNC Asheville","BSth",19,55.3,100.4,18,61.1,8.6,21.2,6.3,18.8,7.3,0.9,45.4,"Sr","6-Jun",0.513964
"149","Evan Cole","Georgia Tech","ACC",26.1,99.8,20,50.5,11.6,19.9,6,16.1,2.6,1.6,40.2,"Jr","10-Jun","Utah Valley",1.42173,819,"Utah Valley","WAC",19,66.6,98.1,21.6,53,8.5,16.7,9.4,19.7,2.7,0.8,43.7,"Sr","10-Jun",-0.80911
"150","Fardaws Aimaq","Mercer","SC",35.1,92.6,22.8,51.3,17.7,22.8,3.6,23.1,6.1,0.7,40.4,"Fr","11-Jun","Utah Valley",-1.61958,1744,"Utah Valley","WAC",20,75.8,94.3,27.2,47.8,16.1,37.6,10,23.4,5.8,0.5,58.3,"Jr","11-Jun",-0.385867
"151","Felipe Haase","South Carolina","SEC",59.2,103.1,14.6,51.4,5.8,12,8.5,23.9,1.6,1,36.5,"So","9-Jun","Mercer",1.16592,543,"Mercer","SC",26,73.8,111.2,20.3,57.9,5.5,21.4,15.1,16.4,1.5,1.3,16.5,"Jr","9-Jun",0.236316
"152","Ferron Flavors Jr.","Cal Baptist","WAC",76.3,113.1,18.3,55.1,3.4,8.6,3.9,12.1,0.2,0.9,23.5,"Sr","3-Jun","Oklahoma St.",-1.81087,875,"Oklahoma St.","B12",24,22.8,93.2,14.9,41.2,1.2,6,3.8,7.9,0,0.8,7.7,"Sr","3-Jun",-0.276634
"153","Flynn Cameron","DePaul","BE",5.1,94.7,19.6,54.8,1.7,10.4,9.7,17.7,0,2.6,28.6,"So","3-Jun","UC Riverside",1.65074,2022,"UC Riverside","BW",22,68,102.9,19.2,53.8,5.1,17.1,13.8,21.3,1.1,1.9,19.4,"Jr","3-Jun",1.77285
"154","Franco Miller Jr.","Mississippi","SEC",10.6,37.2,11.6,13.9,2.6,12.9,7.5,40.2,0,0.4,11.1,"Fr","3-Jun","Florida Gulf Coast",-1.50568,1317,"Florida Gulf Coast","ASun",13,35.5,75.8,24.1,39.4,1.8,13.6,24.7,33.6,0.5,3,28.8,"So","3-Jun",-0.371004
"155","Frank Ryder","Colorado","P12",0.3,99.6,46.3,50,90.1,28.5,0,0,0,0,100,"Jr","10-Jun","Denver",-9.68269,52,"Denver","Sum",17,26.4,110.7,17.4,63.6,2.2,13.8,6.4,18,2.8,1.3,41.8,"Sr","10-Jun",-1.03569
"156","Frankie Hughes","Duquesne","A10",62.6,99.7,18.6,46.9,2.5,6.9,12.1,14.3,1,2.2,15.7,"So","4-Jun","San Diego",-0.418748,259,"San Diego","WCC",12,48.8,63.9,22.2,30.4,0.4,11.9,10.8,15.3,0,2,19.6,"Jr","4-Jun",-1.13771
"157","Frankie Policelli","Dayton","A10",7.1,84.9,15.9,42.9,2.8,9.3,15.7,19.9,1.2,1.3,14.3,"Fr","7-Jun","Stony Brook",1.24656,1638,"Stony Brook","AE",20,62,102.3,20.7,48.3,3.7,14.4,8.8,17.5,1.1,1.5,33.3,"So","7-Jun",-0.298516
"158","Frederick Scott","Rider","MAAC",72.3,103.1,21.7,54,5.7,14.5,10.3,17.9,1.1,1.3,46,"Jr","8-Jun","Boston College",-0.426501,218,"Boston College","ACC",7,15.9,84.3,24.9,48.9,3.4,21.6,6.5,22.7,1.6,2.6,40,"Sr","8-Jun",-0.79941
"159","Gabe McGlothan","Southeast Missouri St.","OVC",52.9,102,20.2,51.3,9.9,23.1,9.1,16.7,3.6,1.6,22.5,"Fr","7-Jun","Grand Canyon",-0.488491,1619,"Grand Canyon","WAC",21,42.3,118.8,18,60.6,13.4,23.4,5.5,16.8,1.7,0.5,47.1,"So","7-Jun",0.625105
"160","Gabe Watson","Southern Miss","CUSA",90.4,88.3,23.3,43.5,1,9.9,18.8,18.5,0.5,1.4,15.9,"So","2-Jun","Tulane",-1.34866,974,"Tulane","Amer",22,62.1,90.6,18.9,41.7,1,8,16.2,9.3,1.1,1,13.4,"Jr","2-Jun",-0.637168
"161","Galen Alexander","Georgetown","BE",8.8,89.5,18.2,55.4,2.9,20.1,4.8,29.9,2,1,39.3,"Jr","6-Jun","Texas Southern",-0.159713,701,"Texas Southern","SWAC",24,59.6,100.8,19.5,51.1,4,15.6,6.8,19.5,2,2.1,40.9,"Sr","6-Jun",-0.0447038
"162","Galin Smith","Alabama","SEC",32.1,97.6,13.8,55.1,10.3,9.8,3,22.6,5.7,0.4,62.3,"Jr","9-Jun","Maryland",0.806495,725,"Maryland","B10",30,34.1,88.4,17.4,52.6,6.9,12.2,4.9,27.5,5,0.3,38.5,"Sr","9-Jun",1.34634
"163","Gorjok Gak","Florida","SEC",0.9,16.7,19.6,0,11.3,21.5,0,28.1,0,0,100,"Jr","11-Jun","Cal Baptist",-3.46567,257,"Cal Baptist","WAC",19,68.8,109.5,25.2,58.2,10.5,33.1,13.9,19.9,6.4,1,48.6,"Sr","11-Jun",0.985694
"164","Grant Sherfield","Wichita St.","Amer",60.4,94.2,20.3,40.9,1.4,11.9,22.4,20.7,0.4,1.9,41.9,"Fr","2-Jun","Nevada",2.21669,3168,"Nevada","MWC",25,87,110.1,28.9,49.4,1,10.7,38.8,16.5,0,2.6,42,"So","2-Jun",0.555421
"165","Grant Weatherford","IUPUI","Horz",86.1,94.6,17.3,48.4,4,10.9,16.2,22.3,0.7,2.7,35.4,"Jr","2-Jun","Georgia Southern",-1.52771,1782,"Georgia Southern","SB",22,38.1,82.8,10.9,37,3.6,11.1,5.4,23.6,0.3,3.6,50,"Sr","2-Jun",1.45437
"166","Grayson Carter","Georgetown","BE",4.9,64.5,21.3,36.1,8.4,14.5,5.2,31.2,3.3,1.7,33.3,"Fr","8-Jun","UT Arlington",-0.670781,1647,"UT Arlington","SB",20,23.4,94.2,14.5,45.2,3.7,7.3,4.4,18.1,1.9,0.5,15.4,"So","10-Jun",-2.22393
"167","Greg Foster Jr.","Gonzaga","WCC",8.6,71.4,14.9,32,1,7.9,12.7,26.4,0.8,1.8,32,"Fr","5-Jun","Saint Joseph's",0.948204,1747,"Saint Joseph's","A10",3,10.1,52.8,21.8,24.1,2.6,14.9,8.9,24.2,0,0,18.5,"So","5-Jun",-4.25745
"168","Greg Lee","Cal St. Bakersfield","WAC",43.3,94.5,21.8,47.3,6.9,19.7,6.7,21.3,2.5,2.1,18.6,"Jr","9-Jun","Western Michigan",0.0723808,63,"Western Michigan","MAC",20,68.3,99.5,28.5,52.7,6.7,23.7,22.8,18.9,0.8,0.5,21.1,"Sr","9-Jun",-0.24366
"169","Gregory Hammond","Rhode Island","A10",1.1,118.3,19.1,50,0,24.8,27,22.3,0,0,66.7,"Fr","5-Jun","UMass Lowell",1.71098,2199,"UMass Lowell","AE",13,14.1,75.4,24.1,32.1,10.4,13.1,9.1,22,1.7,0.9,33.3,"So","6-Jun",-3.17291
"170","Harrison Curry","Detroit","Horz",28.1,96.6,24.3,43.9,9.2,19.1,1.2,13.6,3.9,2,37.1,"Jr","7-Jun","Siena",-2.61666,1843,"Siena","MAAC",6,5,78.8,18.9,75,7.4,19.8,0,46.9,3,3.6,33.3,"Sr","7-Jun",2.89943
"171","Harrison Henderson","Milwaukee","Horz",17.4,81.6,22.4,39.2,6.1,16.9,2,24.5,2.8,0.8,53.3,"Jr","10-Jun","Southern",-1.15451,199,"Southern","SWAC",19,45.7,99.4,24.7,48.8,12,27.2,5.1,17.1,2.1,1.6,58.2,"Sr","11-Jun",-1.4781
"172","Hayden Koval","Central Arkansas","Slnd",80.7,102.7,18.5,52.1,7,17.4,9.3,21.1,9.2,1,48.9,"Jr","Jul-00","UNC Greensboro",1.02997,677,"UNC Greensboro","SC",30,48.9,126,14.8,54.8,5.6,15.5,4.5,6.5,11.8,0.9,31.6,"Sr","1-Jul",3.25979
"173","Hidde Roessink","Oklahoma St.","B12",10.9,52.3,15.7,24.1,8.3,12.8,2.6,24.2,0.9,1.3,44.4,"Fr","10-Jun","UMKC",-0.563404,2174,"UMKC","Sum",4,7.9,75.1,27.4,50,0,29.2,7.1,28.9,0,1,40,"So","10-Jun",-2.51323
"174","Holland Woods","Portland St.","BSky",86.4,106.2,27.8,48,1.5,7,27.8,21.7,0.1,3.2,44,"Jr","1-Jun","Arizona St.",-1.66618,436,"Arizona St.","P12",25,65,107.1,13.3,48.2,1,8.8,12.6,11.4,0,2.1,26.2,"Sr","1-Jun",1.20979
"175","Hugh Baxter","Colgate","Pat",0.7,55.3,33.2,40,0,23,0,35.9,11.8,5.9,0,"So","8-Jun","UC San Diego",2.66546,546,"UC San Diego","BW",14,56.1,107.3,22.6,62.7,3.1,12.5,14.1,16.2,0.9,1.6,8.5,"Sr","8-Jun",-1.16574
