"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54"
"148","Darius Beane","Southern Illinois","MVC","32","38.6","100.3","13.4","46.9","51.16","7.7","14.2","9.4","22.5","20","27","0.741","20","44","0.455","12","37","0.324","0.9","2.2","33.3","Fr","6-3","5","0.261591","91.3195","1.1","2019","66117","all","Northern Illinois","0","0","0","0","0","0","0","0","0","0","0","0","101.918","1.42054","0","-0.499147","-0.821913","0.322766","-0.771"
"149","Emmanuel Olojakpoke","Akron","MAC","29","24.5","81.6","11.4","59.5","54.39","6.7","10.3","0.6","33.4","4","15","0.267","22","37","0.595","0","0","0","8","1.3","40.5","Jr","6-8","22","-0.550785","71.279","7.3","2019","43837","all","Utah Valley","0","0","0","0","0","0","0","0","0","0","0","0","92.1939","1.31698","0","-0.698403","-6.5044","5.806","-3.68"
"150","Ryan Woolridge","North Texas","CUSA","27","75.3","98.9","23.1","49.3","50.5","3.6","16.2","29.9","21.8","48","86","0.558","109","220","0.495","17","53","0.321","1.2","3.7","31.5","Jr","6-3","0","1.81157","102.049","2","2019","49686","all","Gonzaga","0","0","0","0","0","0","0","0","0","0","0","0","93.9971","3.99594","0","3.31666","-0.468022","3.78469","4.034"
"151","Zack Dawson","Oklahoma St.","B12","5","3.4","88.5","29.2","47.1","51.7","0","9","30.7","30.9","6","9","0.667","5","10","0.5","2","7","0.286","0","0","52.9","Fr","6-3","2","0.11931","90.8943","4.8","2018","51466","all","South Florida","0","0","0","0","0","0","0","0","0","0","0","0","115.314","0.490742","0","-7.38686","-3.67329","-3.71357","-5.765"
"152","Jordan Campbell","Oregon St.","P12","6","1.7","112.3","25.9","68.8","67.04","5.9","10.8","23.7","21.8","1","2","0.5","4","5","0.8","1","3","0.333","0","2.8","25","Fr","6-3","0","0.417389","120.803","1.9","2019","66587","all","Fresno St.","0","0","0","0","0","0","0","0","0","0","0","0","106.959","0.260834","0","1.73501","4.28957","-2.55456","1.61"
"153","Jair Bolden","George Washington","A10","32","79.2","92.5","22.1","44.5","46.57","1.4","9.8","18.6","19.3","42","62","0.677","76","183","0.415","55","173","0.318","0.9","1.4","17.4","So","6-4","3","0.937449","95.7288","2","2018","44756","all","South Carolina","0","0","0","0","0","0","0","0","0","0","0","0","108.31","2.39622","0","-3.08119","-1.20027","-1.88092","-2.483"
"154","Josh Hall","Nevada","MWC","35","55.4","109.5","15.8","54.4","57.21","6","12.2","9.8","18.2","43","60","0.717","77","133","0.579","15","50","0.3","1.7","1.4","32.8","So","6-7","33","1.55833","106.641","2.9","2018","48492","all","Missouri St.","0","0","0","0","0","0","0","0","0","0","0","0","102.345","2.20219","0","1.77514","1.37731","0.39783","-0.002"
"155","Javan White","Clemson","ACC","33","20.4","103","14.7","56","54.56","9.7","18.1","5.6","18.8","11","24","0.458","28","50","0.56","0","0","0","5.2","1.7","48","Sr","6-10","35","0.401358","100.166","7.8","2019","43556","all","UMKC","0","0","0","0","0","0","0","0","0","0","0","0","88.8305","1.15776","0","2.77308","-1.2942","4.06728","1.189"
"156","Harrison Henderson","USC","P12","11","1.8","54","19.7","20","20","9.2","18.2","0","11.4","0","0","0","2","8","0.25","0","2","0","0","0","0","So","6-10","3","-0.272764","54.1994","9.2","2018","47675","all","Milwaukee","0","0","0","0","0","0","0","0","0","0","0","0","104.407","0.205449","0","-17.6895","-11.0764","-6.61311","-14.202"
"157","Darius Hicks","North Carolina St.","ACC","4","2.6","162.3","18.3","70","71.43","29.2","10.3","5.6","0","3","4","0.75","7","10","0.7","0","0","0","0","1.6","40","So","6-7","5","1.7627","147.219","3.5","2018","46265","all","Eastern Kentucky","0","0","0","0","0","0","0","0","0","0","0","0","116.341","0.386834","0","10.3304","12.3317","-2.00125","6.949"
"158","Dimitrije Spasojevic","East Carolina","Amer","31","43.1","80.1","15.1","40","41","3.7","9.1","8.1","19.6","10","19","0.526","52","129","0.403","0","1","0","3.6","0.8","14.6","So","6-8","32","-0.628262","75.936","4.7","2019","51437","all","UMBC","0","0","0","0","0","0","0","0","0","0","0","0","108.426","1.19728","0","-5.56947","-5.19549","-0.373976","-6.198"
"159","Cam Christon","Boise St.","MWC","13","6.1","94.7","18.6","47.5","46.67","6.2","18.2","17.9","23.8","1","3","0.333","2","6","0.333","5","14","0.357","0","0.7","15","Fr","6-6","1","0.0919864","91.9315","2.6","2018","50957","all","Grambling St.","0","0","0","0","0","0","0","0","0","0","0","0","100.569","0.593719","0","-0.671838","-1.06353","0.391692","-2.096"
"160","Jalen Dupree","Murray St.","OVC","28","40.3","114","16.4","55.7","58.47","14","14.4","1.1","16.4","46","74","0.622","49","88","0.557","0","0","0","5.3","0.7","84.1","So","6-9","40","1.19364","107.356","5.3","2018","46052","all","Samford","0","0","0","0","0","0","0","0","0","0","0","0","100.841","1.7164","0","-0.967044","-1.25184","0.284794","-0.891"
"161","Troy Baxter Jr.","Florida Gulf Coast","ASun","28","47.1","87.7","23.4","47.7","49.38","5.2","12","11.7","23.1","22","33","0.667","53","100","0.53","28","99","0.283","6.7","0.9","16.6","So","6-8","1","0.329973","91.1487","4.6","2019","47601","all","Morgan St.","0","0","0","0","0","0","0","0","0","0","0","0","106.72","1.52058","0","-2.33277","-3.22257","0.889792","-3.842"
"162","Chris Seeley","Utah","P12","20","10.6","88.4","26.1","43.5","44.81","10.1","28.2","10.9","16.8","14","30","0.467","20","43","0.465","0","3","0","6","0.4","65.2","Fr","6-8","11","0.258649","97.3945","7.2","2018","46166","all","Fresno St.","0","0","0","0","0","0","0","0","0","0","0","0","91.42","0.989886","0","-2.91146","-5.58371","2.67225","-1.385"
"163","James Bolden","West Virginia","B12","18","26.4","108","28.3","49.7","55.01","5.6","7.8","26.9","19.9","50","61","0.82","40","85","0.471","30","86","0.349","0.8","2.8","35.7","Jr","6-0","3","2.90511","125.85","4.8","2019","42142","all","Alabama","0","0","0","0","0","0","0","0","0","0","0","0","102.372","1.92116","0","5.48803","5.80028","-0.312254","5.655"
"164","Casdon Jardine","Boise St.","MWC","17","5.6","100.3","19.4","31.8","38.23","20.1","9.9","2.4","8.2","5","6","0.833","4","7","0.571","2","15","0.133","0","0","27.3","So","6-7","22","0.179728","99.9488","5.6","2018","51394","all","Utah Valley","0","0","0","0","0","0","0","0","0","0","0","0","101.758","0.398483","0","-3.44299","0.541627","-3.98462","-3.804"
"165","Jahaad Proctor","High Point","BSth","29","85.7","112.7","27.9","51.5","56.04","2","11.1","22.2","13.9","120","154","0.779","141","268","0.526","51","154","0.331","1.1","2.1","36.5","Jr","6-3","13","3.99898","120.044","1.8","2019","46431","all","Purdue","0","0","0","0","0","0","0","0","0","0","0","0","105.355","2.74639","0","2.43774","3.49934","-1.0616","4.361"
"166","Kain Harris","Kent St.","MAC","6","5","89","24.2","35.2","37.45","8.7","9.6","12.1","11.4","3","5","0.6","5","9","0.556","3","18","0.167","3.6","1.8","18.5","Jr","6-4","11","0.103768","89.2842","3.8","2019","42495","all","Lamar","0","0","0","0","0","0","0","0","0","0","0","0","113.438","0.546473","0","-2.46234","-0.516605","-1.94573","-6.795"
"167","Justyn Mutts","High Point","BSth","25","47.5","94.8","18.3","50.5","52.15","7.4","16.2","13.9","25.5","25","43","0.581","55","108","0.509","0","1","0","6.6","2.9","39.4","Fr","6-7","5","0.170266","89.8499","6.4","2018","50689","all","Delaware","0","0","0","0","0","0","0","0","0","0","0","0","100.266","2.07614","0","1.68195","-2.87037","4.55232","-1.18"
"168","Eli Wright","Mississippi St.","SEC","34","32.3","98.1","14.8","43.1","45.35","6.9","11.2","11.1","17.7","14","22","0.636","35","74","0.473","6","28","0.214","1.9","1.1","21.6","So","6-4","2","0.357556","94.9809","3.5","2018","46091","all","St. John's","0","0","0","0","0","0","0","0","0","0","0","0","98.5732","1.46743","0","0.818098","-0.364225","1.18232","-0.485"
"169","Reggie Jones","Western Michigan","MAC","31","59.8","93.1","26","44.2","47.96","3.9","14.8","17.7","20.1","51","65","0.785","70","161","0.435","37","123","0.301","1.6","2.2","22.9","So","6-6","23","0.898938","98.6394","3.2","2018","45286","all","Tulsa","0","0","0","0","0","0","0","0","0","0","0","0","106.696","1.82951","0","-3.14317","-1.95135","-1.19182","-1.456"
"170","Alonzo Walker","Idaho St.","BSky","28","47.2","107.1","20.4","52.8","55.41","11.8","16.5","7.6","17.3","36","54","0.667","70","135","0.519","4","9","0.444","2.4","2","37.5","Jr","6-6","22","1.16782","104.25","5.1","2019","39345","all","Portland St.","0","0","0","0","0","0","0","0","0","0","0","0","116.583","0.777045","0","-2.255","-0.439686","-1.81531","-3.331"
"171","Justin Gorham","Towson","CAA","30","57.4","111.2","21.6","54.4","57.84","11.5","21.6","6.6","18","68","98","0.694","107","191","0.56","3","14","0.214","1","0.9","47.8","So","6-7","4","1.86552","110.881","4.2","2018","48821","all","Houston","0","0","0","0","0","0","0","0","0","0","0","0","104.342","2.00009","0","-2.3363","-0.331374","-2.00493","-0.8"
"172","Sacha Killeya-Jones","Kentucky","SEC","34","31.4","108.5","13.2","58.4","58.62","11.1","12.5","3","21.2","22","39","0.564","45","76","0.592","0","1","0","4.7","0.9","50.6","So","6-10","1","0.779286","103.867","6.2","2018","45275","all","North Carolina St.","0","0","0","0","0","0","0","0","0","0","0","0","95.6744","1.60418","0","4.04215","1.34346","2.69868","1.039"
"173","Nico Clareth","Siena","MAAC","15","30","96.5","32.1","46.3","52.18","2.7","12.5","17.4","20.9","52","60","0.867","38","100","0.38","33","89","0.371","2","1.8","31.7","Jr","6-5","25","1.8766","108.178","5.2","2018","43658","all","Nicholls St.","0","0","0","0","0","0","0","0","0","0","0","0","107.512","1.98726","0","-2.88949","-1.00471","-1.88478","-1.538"
"174","Koby McEwen","Utah St.","MWC","29","71.2","96.9","27.7","47.8","52.09","1.6","18.5","20.6","19.2","99","137","0.723","81","170","0.476","62","194","0.32","0.1","1.3","37.6","So","6-4","1","2.18495","106.883","3.2","2018","47904","all","Marquette","0","0","0","0","0","0","0","0","0","0","0","0","103.904","2.87378","0","-0.492506","-0.0362794","-0.456226","0.845"
"175","Mike Okauru","Florida","SEC","35","15.9","93.5","13.8","44.4","47.87","1.5","9.8","9.2","19.4","9","13","0.692","11","21","0.524","6","24","0.25","0.5","2.1","28.9","So","6-3","0","0.0929839","90.522","5.2","2019","51234","all","UNC Wilmington","0","0","0","0","0","0","0","0","0","0","0","0","93.1115","0.803894","0","0.730522","-1.13969","1.87021","0.174"
"176","Daniel Giddens","Alabama","SEC","14","8.4","73.9","22.4","35.7","36.94","12.7","12.3","9.7","26.6","7","18","0.389","10","27","0.37","0","1","0","6","0","64.3","Jr","6-11","4","-0.216889","78.827","7.7","2019","45589","all","Vermont","0","0","0","0","0","0","0","0","0","0","0","0","98.3066","0.858799","0","-3.402","-5.81752","2.41553","-6.254"
"177","Brady Ernst","Florida Gulf Coast","ASun","25","35.3","105.2","14.8","59.7","59.71","11","17.3","10.1","25.3","25","44","0.568","37","62","0.597","0","0","0","3.5","0.9","71","Jr","6-10","21","0.644281","97.4097","4.3","2019","40697","all","Drake","0","0","0","0","0","0","0","0","0","0","0","0","106.108","1.31091","0","-0.187413","-1.22726","1.03985","-2.101"
"178","Aleksandar Dozic","Marist","MAAC","31","41.5","104.2","25.8","53.4","56.04","6.3","20.2","26.2","21","26","31","0.839","56","102","0.549","26","76","0.342","4.2","1.9","17.4","Jr","6-9","14","1.24853","108.101","5.1","2019","46899","all","Wright St.","0","0","0","0","0","0","0","0","0","0","0","0","105.524","1.32043","0","2.81417","1.14114","1.67303","1.372"
"179","Maciej Bender","West Virginia","B12","35","21.4","95.6","10.1","46.2","45.53","10.6","13.4","3.4","24.5","6","15","0.4","18","36","0.5","0","3","0","3.5","1.6","38.5","So","6-10","25","-0.0251143","86.6566","5.3","2018","49481","all","Mercer","0","0","0","0","0","0","0","0","0","0","0","0","95.4215","1.0692","0","2.56443","0.0610029","2.50343","-0.961"
"180","Jacob Young","Texas","B12","30","35.7","103.3","19.1","50","51.25","1.4","10.4","9","11.8","15","22","0.682","41","79","0.519","30","93","0.323","0.2","2.4","12.8","So","6-2","3","1.12813","107.493","2.4","2018","47191","all","Rutgers","0","0","0","0","0","0","0","0","0","0","0","0","94.9384","1.94346","0","2.63946","1.42692","1.21254","3.671"
"181","Matt Freeman","Oklahoma","B12","32","26","96.1","15.6","50.5","51.35","2.3","11.6","5.7","16.7","5","7","0.714","11","27","0.407","25","69","0.362","3.1","1.5","7.3","Jr","6-10","5","0.424097","97.496","3.9","2019","47999","all","UC Santa Barbara","0","0","0","0","0","0","0","0","0","0","0","0","92.8757","1.36358","0","3.39416","0.696324","2.69784","2.988"
"182","Brandon Boyd","Idaho St.","BSky","28","76.3","99","28.5","45.2","50.55","1.6","8.3","25.5","17.7","91","113","0.805","107","233","0.459","32","110","0.291","0","2","32.9","Jr","6-1","15","2.02968","105.614","2.3","2019","42031","all","Cal Baptist","0","0","0","0","0","0","0","0","0","0","0","0","120.808","0.807274","0","-5.02667","-0.441459","-4.58521","-4.137"
"183","Curtis Jones","Oklahoma St.","B12","23","39.4","95.3","21","43.8","45.19","2.5","13.2","9.8","7.9","18","29","0.621","27","75","0.36","38","117","0.325","0","1.2","15.1","Jr","6-4","1","1.38294","104.65","1.8","2019","46714","all","Penn St.","0","0","0","0","0","0","0","0","0","0","0","0","101.862","2.01772","0","-1.65803","0.981682","-2.63971","0.398"
"184","Decardo Day","Florida Gulf Coast","ASun","17","28.1","85.2","24.2","46","49.41","0.4","11","33.9","32.7","21","32","0.656","22","53","0.415","12","34","0.353","2","2.7","36.8","Jr","6-4","0","0.271619","90.3848","3.6","2019","44332","all","Alabama St.","0","0","0","0","0","0","0","0","0","0","0","0","104.423","1.65181","0","-5.10542","-4.25252","-0.852898","-3.448"
"185","Jaevin Cumberland","Oakland","Horz","32","92.5","115.8","20.9","55.7","60.47","1.2","7.3","17.4","13.5","111","128","0.867","62","131","0.473","105","263","0.399","0.5","1.7","32.5","Jr","6-3","21","3.6798","115.088","2.3","2019","42631","all","Cincinnati","0","0","0","0","0","0","0","0","0","0","0","0","112.09","2.09937","0","1.6825","3.73462","-2.05212","1.734"
"186","Dachon Burke","Robert Morris","NEC","32","78.8","102.6","28","50.7","52.81","6","13.9","19.2","16.5","98","156","0.628","166","328","0.506","44","130","0.338","1.7","3.6","34.1","So","6-4","11","2.33341","108.148","3.1","2018","46292","all","Nebraska","0","0","0","0","0","0","0","0","0","0","0","0","99.073","3.42624","0","3.95485","1.37683","2.57803","3.775"
"187","Corey Allen","Detroit","Horz","27","63.9","101.2","24.7","51","55.19","1.5","11.1","15.1","18.7","76","96","0.792","73","156","0.468","55","149","0.369","0.1","1.3","31.5","So","6-3","5","1.89924","106.737","2.5","2018","45896","all","Georgia St.","0","0","0","0","0","0","0","0","0","0","0","0","119.276","1.00276","0","-4.33773","0.281061","-4.61879","-2.296"
"188","Myles Douglas","UCF","Amer","31","21.5","63.4","20.7","33.1","36.24","1.7","12","7","26.8","16","34","0.471","15","39","0.385","5","29","0.172","0.4","0.2","50","Fr","6-8","5","-0.697889","64.7753","4.2","2018","50839","all","Saint Joseph's","0","0","0","0","0","0","0","0","0","0","0","0","97.7474","0.975677","0","-9.2037","-8.81176","-0.391942","-8.139"
"189","Nolan Taylor","Pepperdine","WCC","14","23","105.4","22.5","48.5","50.43","9.4","14.1","9.8","9.2","23","40","0.575","46","90","0.511","1","8","0.125","1.7","0.6","40.8","So","6-7","31","1.53482","109.032","4.6","2018","45530","all","Cal Poly","0","0","0","0","0","0","0","0","0","0","0","0","116.121","0.948557","0","-1.87929","0.626184","-2.50547","-1.728"
"190","Bobby Planutis","Mount St. Mary's","NEC","30","58.8","112.6","12.3","65.4","69.7","3.8","16.4","5.7","24.6","33","36","0.917","22","45","0.489","32","62","0.516","3","1.1","33.6","Fr","6-8","1","0.72297","96.3196","4.2","2018","51329","all","St. Bonaventure","0","0","0","0","0","0","0","0","0","0","0","0","111.359","1.47608","0","-1.8387","-1.6801","-0.158602","-3.557"
"191","TJ Holyfield","Stephen F. Austin","Slnd","31","67.8","104.9","22.1","58.4","61.36","9.5","17","5.6","24.4","75","102","0.735","114","201","0.567","26","61","0.426","6.1","2","38.9","Jr","6-8","22","1.66815","105.176","4.4","2018","39779","all","Texas Tech","0","0","0","0","0","0","0","0","0","0","0","0","96.6519","3.0881","0","3.03045","-0.687315","3.71776","2.157"
"192","Denzel Mahoney","Southeast Missouri St.","OVC","29","78","118.4","26.9","54.2","61.11","5.8","14.6","8.5","11.6","165","200","0.825","101","206","0.49","61","149","0.409","0.5","1.7","56.3","So","6-4","34","4.32034","127.344","3.9","2018","48743","all","Creighton","0","0","0","0","0","0","0","0","0","0","0","0","116.671","1.38479","0","0.797","4.34499","-3.54799","2.823"
"193","Isaiah White","Maine","AE","30","80","92","23.4","47.6","49.63","1.9","11.9","11.4","15.9","43","59","0.729","104","204","0.51","51","175","0.291","3.1","2.5","15.6","Jr","6-5","14","0.9071","94.348","2.7","2019","52248","all","Portland","0","0","0","0","0","0","0","0","0","0","0","0","112.245","1.85632","0","-3.66595","-1.86755","-1.79841","-2.755"
"194","Jachai Simmons","New Mexico","MWC","24","24.4","103.4","13","50","50.13","4.6","9.8","7.5","13.1","4","8","0.5","16","34","0.471","14","40","0.35","1.6","2.6","10.8","Jr","6-7","11","0.359108","95.1456","3.6","2018","50397","all","Mississippi Valley St.","0","0","0","0","0","0","0","0","0","0","0","0","105.341","1.12618","0","1.3997","0.787757","0.611942","1.115"
"195","Mason Faulkner","Northern Kentucky","Horz","30","42.3","104.6","19.3","53","57.37","1.7","10.1","21.4","23.9","30","34","0.882","25","49","0.51","30","83","0.361","0","2.6","25.8","So","6-1","11","0.867935","102.227","4.2","2018","49277","all","Western Carolina","0","0","0","0","0","0","0","0","0","0","0","0","99.4427","1.76354","0","0.0976334","-0.0953519","0.192985","0.422"
"196","P.J. Byrd","VCU","A10","33","22.6","71.1","15.5","32.4","43.2","1.5","4.7","20.5","43.4","17","22","0.773","6","18","0.333","4","19","0.211","0","1.2","59.5","Fr","6-1","24","-0.594615","67.507","4.7","2019","66116","all","Colorado St.","0","0","0","0","0","0","0","0","0","0","0","0","94.7947","1.05677","0","-6.14054","-6.23315","0.0926034","-6.421"
"197","Chance Moore","Wichita St.","Amer","4","1.3","64.2","18.5","25","30.3","15.9","0","0","31.3","1","2","0.5","1","3","0.333","0","1","0","0","0","50","Fr","6-6","22","-0.414552","62.5426","4","2019","66154","all","Washington St.","0","0","0","0","0","0","0","0","0","0","0","0","107.938","0.355649","0","-10.1906","-6.69068","-3.49989","-11.76"
"198","Duncan Demuth","Oklahoma St.","B12","32","21.9","74.8","11.7","30.9","33.04","9","8.1","3.2","21.6","9","24","0.375","9","31","0.29","1","3","0.333","1.7","1.1","70.6","Fr","6-8","5","-0.495573","70.1667","4","2019","65588","all","Vermont","0","0","0","0","0","0","0","0","0","0","0","0","103.721","0.752847","0","-4.22858","-3.55327","-0.675303","-6.035"
"199","Dru Smith","Evansville","MVC","21","53","115.2","24.5","66.4","71.1","1.6","11.7","37.6","26","74","86","0.86","71","113","0.628","27","55","0.491","2.1","4","51.2","So","6-3","12","3.64856","122.011","3.6","2018","47581","all","Missouri","0","0","0","0","0","0","0","0","0","0","0","0","93.419","3.80505","0","9.2822","5.26832","4.01387","7.735"
"200","Chris Sodom","Georgetown","BE","6","2.2","83.9","11.6","50","50","13.1","20.5","0","35.4","0","0","0","2","4","0.5","0","0","0","12.2","0","0","Fr","7-3","12","-0.248377","71.2183","16.3","2018","50510","all","George Washington","0","0","0","0","0","0","0","0","0","0","0","0","106.431","0.352199","0","-2.83482","-5.58045","2.74563","-8.754"
"201","Lavar Batts Jr.","North Carolina St.","ACC","30","29.8","94.3","18.7","36.2","41.3","2.5","8.2","17.8","14.2","33","56","0.589","26","61","0.426","9","48","0.188","0.8","3.5","51.4","Fr","6-2","3","0.386811","95.9576","4.4","2018","50254","all","UNC Asheville","0","0","0","0","0","0","0","0","0","0","0","0","99.9166","1.34401","0","1.01447","0.238204","0.776261","0.189"
"202","Baylee Steele","Utah Valley","WAC","33","51","121.9","20","61.4","66.31","13.3","26.3","6.1","17.8","88","115","0.765","94","152","0.618","2","6","0.333","2.2","0.8","72.8","Jr","6-11","44","2.3915","120.23","4.6","2019","44943","all","Duquesne","0","0","0","0","0","0","0","0","0","0","0","0","99.3815","2.05611","0","2.03048","1.74876","0.28172","2.75"
"203","Michael Carter III","Washington","P12","17","9.4","76.3","14.3","30.4","34.59","2.8","6.3","9","18.4","5","8","0.625","4","15","0.267","3","13","0.231","2.5","1.8","28.6","Fr","6-4","14","-0.403242","72.1418","2.5","2018","52289","all","South Dakota St.","0","0","0","0","0","0","0","0","0","0","0","0","102.665","0.705436","0","-3.92306","-4.05036","0.127302","-1.643"
"204","Ty Lazenby","Oklahoma","B12","26","10.1","67.8","10.3","35","35.8","3.3","9.2","4.4","30.9","1","2","0.5","4","11","0.364","2","9","0.222","0","2","10","Jr","6-5","14","-0.468971","60.5034","5.8","2018","51465","all","Oral Roberts","0","0","0","0","0","0","0","0","0","0","0","0","101.847","0.480396","0","-2.60414","-3.38907","0.784932","-6.503"
"205","Matt Ryan","Vanderbilt","SEC","29","56.2","98.8","17.1","48.2","50.17","1.9","10.3","8","14.5","24","32","0.75","17","39","0.436","59","180","0.328","0.6","0.8","14.6","Jr","6-8","32","1.07037","98.8794","3.2","2019","43874","all","Chattanooga","0","0","0","0","0","0","0","0","0","0","0","0","103.662","2.13104","0","-0.924226","0.113191","-1.03742","-0.407"
"206","Andre Jones","Little Rock","SB","21","52.5","88.2","27.8","41.6","44.3","4.5","14.3","18.9","16.2","40","60","0.667","96","208","0.462","12","66","0.182","0.6","0.8","21.9","So","6-4","1","0.872591","95.8546","2.4","2018","46583","all","Nicholls St.","0","0","0","0","0","0","0","0","0","0","0","0","106.509","2.38408","0","-4.11122","-2.6314","-1.47982","-3.33"
"207","JaQuan Lyle","Ohio St.","B10","31","70.7","106.8","22.6","52.1","55.98","1.3","10.2","30.6","21","78","108","0.722","88","183","0.481","33","81","0.407","0.3","2.1","40.9","So","6-5","13","2.90717","115.659","2.2","2017","42008","all","New Mexico","0","0","0","0","0","0","0","0","0","0","0","0","99.5924","2.9709","0","3.20366","3.08292","0.120738","4.102"
"208","Nick Rutherford","Monmouth","MAAC","35","60.9","84.8","16.5","40.5","47.38","2.2","19.6","19","29","53","68","0.779","53","126","0.421","9","38","0.237","2.5","4.1","41.5","Jr","6-3","5","-0.689551","78.2807","3.2","2019","38945","all","St. John's","0","0","0","0","0","0","0","0","0","0","0","0","96.8746","2.66855","0","0.86184","-3.57074","4.43258","0.447"
"209","James Scott","Kennesaw St.","ASun","27","77.3","97.6","28.2","48.8","51.73","2.1","6.6","14.8","16.7","65","82","0.793","129","276","0.467","52","148","0.351","0.6","3.2","19.3","So","6-5","3","1.8865","104.406","2.9","2018","45828","all","Temple","0","0","0","0","0","0","0","0","0","0","0","0","111.641","1.98277","0","-3.42258","-0.437067","-2.98551","-2.362"
"210","Jermaine Bishop","Saint Louis","A10","9","21.8","84.3","27.1","43.3","46.18","0.4","10.2","36.6","24.7","13","16","0.813","23","64","0.359","15","41","0.366","1.2","3.4","15.2","So","6-1","11","0.597862","92.2877","2.9","2017","40194","all","Norfolk St.","0","0","0","0","0","0","0","0","0","0","0","0","102.024","3.00955","0","-2.20956","-2.27042","0.0608649","-1.77"
"211","Jayce Johnson","Utah","P12","29","51","107.1","18.4","59.7","55.86","14","27.5","4.6","17","34","85","0.4","86","144","0.597","0","0","0","5.6","0.7","59","Jr","7-0","34","1.63867","108.096","5.4","2019","43746","all","Marquette","0","0","0","0","0","0","0","0","0","0","0","0","102.723","1.94536","0","1.25447","-0.063943","1.31841","1.023"
"212","Tyler Foster","East Carolina","Amer","30","40.9","77.3","17.5","38.5","41.35","1.7","8.2","10","21.7","24","42","0.571","38","87","0.437","8","43","0.186","1.1","2.9","32.3","Fr","6-5","5","-0.609549","76.0351","4.7","2019","66553","all","Youngstown St.","0","0","0","0","0","0","0","0","0","0","0","0","105.638","1.33607","0","-4.98727","-4.3346","-0.652673","-5.06"
"213","Tommy McCarthy","Harvard","Ivy","7","1.1","0","24.5","0","0","0","0","0","36.6","0","0","0","0","1","0","0","4","0","0","0","0","Sr","6-0","3","-0.566649","-1.49423","6.2","2019","42837","all","Rice","0","0","0","0","0","0","0","0","0","0","0","0","111.473","0.109315","0","-24.2351","-18.6878","-5.54733","-30.946"
"214","Vante Hendrix","Utah","P12","4","5.7","124.7","19.7","60","65.13","3.4","16.5","16.3","16.8","7","8","0.875","3","3","1","6","17","0.353","0","0.8","40","Fr","6-5","14","2.09015","120.371","4.5","2019","66641","all","New Mexico","0","0","0","0","0","0","0","0","0","0","0","0","116.265","0.74964","0","3.21196","5.4137","-2.20174","3.108"
"215","DeShaun Wade","East Carolina","Amer","22","17.7","75.2","16.2","36","39.27","2","9.5","15.1","26.9","7","10","0.7","3","8","0.375","10","42","0.238","0.5","0.8","20","Fr","6-2","22","-0.489234","72.226","2.9","2019","66039","all","Longwood","0","0","0","0","0","0","0","0","0","0","0","0","110.887","0.604207","0","-7.32201","-4.19622","-3.12579","-6.373"
"216","John Walker III","Texas A&M","SEC","30","31.2","91.1","16.2","50","52.77","7.1","12.1","7.8","28.4","26","44","0.591","25","48","0.521","7","23","0.304","2","2","62","Fr","6-9","24","0.181096","90.3602","3.5","2019","66387","all","Texas Southern","0","0","0","0","0","0","0","0","0","0","0","0","99.3011","1.34461","0","0.0967913","-1.29704","1.39383","-0.834"
